resolved.taxa.name,form,variety,species,genus,family,order,class,phylum,kingdom,rank,tol.id,source
Thorakomonas,NA,NA,NA,Thoracomonas,Phacotaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,4734602,tol
Tovellia,NA,NA,NA,Tovellia,Tovelliaceae,NA,Dinophyceae,NA,NA,genus,562150,tol
Tovellia coronata,NA,NA,Tovellia coronata,Tovellia,Tovelliaceae,NA,Dinophyceae,NA,NA,species,670214,tol
Tovellia leopoliensis,NA,NA,Tovellia leopoliensis,Tovellia,Tovelliaceae,NA,Dinophyceae,NA,NA,species,4038154,tol
Trachelomonas acanthostoma,NA,NA,Trachelomonas acanthostoma,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2832029,tol
Trachelomonas aculeata,NA,NA,Trachelomonas aculeata,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831769,tol
Trachelomonas armata longa,NA,NA,Trachelomonas armata,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,5436152,tol
Trachelomonas armata steinii,NA,NA,Trachelomonas armata,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,5436152,tol
Trachelomonas australica,NA,NA,Trachelomonas australica,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831847,tol
Trachelomonas bacillifera,NA,NA,Trachelomonas bacillifera,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831843,tol
Trachelomonas caudata,NA,NA,Trachelomonas caudata,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831760,tol
Trachelomonas cervicula,NA,NA,Trachelomonas cervicula,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831785,tol
Trachelomonas conradii,NA,NA,Trachelomonas conradii,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831794,tol
Trachelomonas granulata,NA,NA,Trachelomonas granulata,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2832011,tol
Trachelomonas helvetica,NA,NA,Trachelomonas helvetica,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831888,tol
Trachelomonas hispida acuminata,NA,NA,Trachelomonas hispida,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,484042,tol
Trachelomonas hispida caudata,NA,NA,Trachelomonas hispida,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,484042,tol
Trachelomonas hispida coronata,NA,NA,Trachelomonas hispida,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,484042,tol
Trachelomonas hispida crenulatocollis,NA,NA,Trachelomonas hispida,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,484042,tol
Trachelomonas kellogii,NA,NA,Trachelomonas kellogii,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831914,tol
Trachelomonas lacustris ovalis,NA,NA,Trachelomonas lacustris,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831936,tol
Trachelomonas lefevrei,NA,NA,Trachelomonas lefevrei,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,255569,tol
Trachelomonas obovata,NA,NA,Trachelomonas obovata,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831855,tol
Trachelomonas planctonica,NA,NA,Trachelomonas planctonica,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,850149,tol
Trachelomonas planctonica oblonga,NA,NA,Trachelomonas planctonica,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,850149,tol
Trachelomonas playfairii,NA,NA,Trachelomonas playfairii,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831934,tol
Trachelomonas polonica,NA,NA,Trachelomonas polonica,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831846,tol
Trachelomonas pseudofelix,NA,NA,Trachelomonas pseudofelix,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831754,tol
Trachelomonas raciborskii,NA,NA,Trachelomonas raciborskii,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831968,tol
Trachelomonas rasumowskoensis,NA,NA,Trachelomonas rasumowskoensis,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831883,tol
Trachelomonas scabra,NA,NA,Trachelomonas scabra,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,850144,tol
Trachelomonas scabra labiata,NA,NA,Trachelomonas scabra,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,850144,tol
Trachelomonas setosa,NA,NA,Trachelomonas setosa,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831986,tol
Trachelomonas similis,NA,NA,Trachelomonas similis,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,255568,tol
Trachelomonas stokesiana,NA,NA,Trachelomonas stokesiana,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831796,tol
Trachelomonas stokesii,NA,NA,Trachelomonas stokesii,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831921,tol
Trachelomonas superba,NA,NA,Trachelomonas superba,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,778712,tol
Trachelomonas varians,NA,NA,Trachelomonas varians,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,6137098,tol
Trachelomonas verrucosa,NA,NA,Trachelomonas verrucosa,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831822,tol
Trachelomonas volzii,NA,NA,Trachelomonas volzii,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831993,tol
Trachelomonas volzii intermedia,NA,NA,Trachelomonas volzii,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831993,tol
Trachelomonas woycickii,NA,NA,Trachelomonas woycickii,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831972,tol
Trachychloron,NA,NA,NA,Trachychloron,NA,Mischococcales,Xanthophyceae,NA,NA,genus,4027094,tol
Trachychloron regulare,NA,NA,Trachychloron regulare,Trachychloron,NA,Mischococcales,Xanthophyceae,NA,NA,species,5408508,tol
Trebouxia,NA,NA,NA,Trebouxia,Trebouxiaceae,Trebouxiales,Trebouxiophyceae,Chlorophyta,Archaeplastida,genus,510353,tol
Treubaria crassispina,NA,NA,Treubaria crassispina,Treubaria,Treubariaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152579,tol
Treubaria umbrina,NA,NA,Tubaria umbrina,Tubaria,Tubariaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,species,3817165,tol
Trichocoleus,NA,NA,NA,Trichocoleus,NA,NA,NA,Cyanobacteria,NA,genus,678407,tol
Trichodesmium,NA,NA,NA,Trichodesmium,NA,NA,NA,Cyanobacteria,NA,genus,196997,tol
Trochiscia aspera,NA,NA,Trochiscia aspera,Trochiscia,NA,NA,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152635,tol
Trochiscia brachiolata,NA,NA,Trochiscia brachiolata,Trochiscia,NA,NA,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152621,tol
Trochiscia multispinosa,NA,NA,Trochiscia multispinosa,Trochiscia,NA,NA,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152622,tol
Trochiscia obtusa,NA,NA,Trochiscia obtusa,Trochiscia,NA,NA,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152636,tol
Trochiscia pachyderma,NA,NA,Trochiscia pachyderma,Trochiscia,NA,NA,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152634,tol
Trochiscia paucispinosa,NA,NA,Trochiscia paucispinosa,Trochiscia,NA,NA,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152623,tol
Trochiscia reticularis,NA,NA,Trochiscia reticularis,Trochiscia,NA,NA,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152626,tol
Tubiella,NA,NA,NA,Tubiella,NA,NA,NA,Cyanobacteria,NA,genus,4017082,tol
Tubiella elenkinii,NA,NA,Tubiella elenkinii,Tubiella,NA,NA,NA,Cyanobacteria,NA,species,4017081,tol
Tyrannodinium,NA,NA,NA,Tyrannodinium,NA,Peridiniales,Dinophyceae,NA,NA,genus,4924683,tol
Umezakia,NA,NA,NA,Umezakia,NA,NA,NA,Cyanobacteria,NA,genus,300862,tol
Uroglena articulata,NA,NA,Uroglena articulata,Uroglena,NA,Chromulinales,Chrysophyceae,NA,NA,species,4922431,tol
Uroglena europaea,NA,NA,Uroglena europaea,Uroglena,NA,Chromulinales,Chrysophyceae,NA,NA,species,5399878,tol
Uroglena eustylis,NA,NA,Uroglenopsis eustylis,Uroglena,NA,Chromulinales,Chrysophyceae,NA,NA,species,4922429,tol
Uroglena lindii,NA,NA,Uroglena lindii,Uroglena,NA,Chromulinales,Chrysophyceae,NA,NA,species,4922428,tol
Uroglena marina,NA,NA,Uroglena marina,Uroglena,NA,Chromulinales,Chrysophyceae,NA,NA,species,5399872,tol
Uroglena skujae,NA,NA,Uroglena skujae,Uroglena,NA,Chromulinales,Chrysophyceae,NA,NA,species,5399893,tol
Uroglena volvox,NA,NA,Uroglena volvox,Uroglena,NA,Chromulinales,Chrysophyceae,NA,NA,species,4922427,tol
Uroglenopsis,NA,NA,NA,Uroglena,NA,Chromulinales,Chrysophyceae,NA,NA,genus,7561429,tol
Uroglenopsis americana,NA,NA,Uroglenopsis americana,Uroglena,NA,Chromulinales,Chrysophyceae,NA,NA,species,315031,tol
Vischeria,NA,NA,NA,Vischeria,NA,Eustigmatales,NA,NA,NA,genus,125183,tol
Vitreochlamys gloeocystiformis,NA,NA,Vitreochlamys gloeocystiformis,Vitreochlamys,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,921419,tol
Westella linearis,NA,NA,Westellopsis linearis,Westellopsis,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152785,tol
Westellopsis linearis,NA,NA,Westellopsis linearis,Westellopsis,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152785,tol
Wollea,NA,NA,NA,Wollea,NA,NA,NA,Cyanobacteria,NA,genus,502589,tol
Woloszynskia halophila,NA,NA,Woloszynskia halophila,Woloszynskia,Suessiaceae,NA,Dinophyceae,NA,NA,species,518187,tol
Woloszynskia hiemale,NA,NA,Woloszynskia pascheri,Woloszynskia,Suessiaceae,NA,Dinophyceae,NA,NA,species,671892,tol
Woloszynskia leopoliensis,NA,NA,Woloszynskia leopoliensis,NA,NA,NA,Dinophyceae,NA,NA,species,813525,tol
Woloszynskia neglecta,NA,NA,Woloszynskia neglecta,Woloszynskia,Suessiaceae,NA,Dinophyceae,NA,NA,species,6384127,tol
Woloszynskia pascheri,NA,NA,Woloszynskia pascheri,Woloszynskia,Suessiaceae,NA,Dinophyceae,NA,NA,species,671892,tol
Woloszynskia polonica,NA,NA,Woloszynskia pascheri,Woloszynskia,Suessiaceae,NA,Dinophyceae,NA,NA,species,671892,tol
Wolskyella,NA,NA,NA,Wolskyella,NA,NA,NA,Cyanobacteria,NA,genus,4017174,tol
Woronichinia botrys,NA,NA,Woronichinia botrys,Woronichinia,NA,NA,NA,Cyanobacteria,NA,species,4016442,tol
Woronichinia delicatula,NA,NA,Woronichinia delicatula,Woronichinia,NA,NA,NA,Cyanobacteria,NA,species,4016450,tol
Woronichinia radians,NA,NA,Woronichinia radians,Woronichinia,NA,NA,NA,Cyanobacteria,NA,species,4016439,tol
Woronichinia robusta,NA,NA,Woronichinia robusta,Woronichinia,NA,NA,NA,Cyanobacteria,NA,species,4016445,tol
Woronichinia tenera,NA,NA,Woronichinia tenera,Woronichinia,NA,NA,NA,Cyanobacteria,NA,species,4016441,tol
Xanthidium hystrix,NA,NA,Xanthidium hystrix,Xanthidium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,5409642,tol
Xanthidium octocorne,NA,NA,Xanthidium octocorne,Xanthidium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,604956,tol
Xenococcus minimus,NA,NA,Xenococcus minimus,Xenococcus,NA,NA,NA,Cyanobacteria,NA,species,4017467,tol
Xenococcus schousboei,NA,NA,Xenococcus schousboei,Xenococcus,NA,NA,NA,Cyanobacteria,NA,species,4017180,tol
Xenotholos,NA,NA,NA,Xenotholos,NA,NA,NA,Cyanobacteria,NA,genus,4017160,tol
Xenotholos kerneri,NA,NA,Xenotholos kerneri,Xenotholos,NA,NA,NA,Cyanobacteria,NA,species,4017274,tol
Xenotholos starmachii,NA,NA,Xenotholos starmachii,Xenotholos,NA,NA,NA,Cyanobacteria,NA,species,4017341,tol
Yonedaella lithophila,NA,NA,Yonedaella lithophila,Yonedaella,Borziaceae,NA,NA,Cyanobacteria,NA,species,4016248,tol
Paratya curvirostris,NA,NA,Paratya curvirostris,Paratya,Atyidae,Decapoda,Malacostraca,Arthropoda,Metazoa,species,117650,tol
Opercularia,NA,NA,NA,Opercularia,NA,NA,Oligohymenophorea,Ciliophora,NA,genus,756147,tol
Frontonia,NA,NA,NA,Frontonia,NA,Peniculia,Oligohymenophorea,Ciliophora,NA,genus,919495,tol
Holophrya,NA,NA,NA,Holophrya,Holophryidae,Prorodontida,Prostomatea,Ciliophora,NA,genus,4031321,tol
Tetrahymena,NA,NA,NA,Tetrahymena,NA,NA,Oligohymenophorea,Ciliophora,NA,genus,47284,tol
Euplotes,NA,NA,NA,Euplotes,NA,NA,Spirotrichea,Ciliophora,NA,genus,231098,tol
Ascomorpha,NA,NA,NA,Ascomorpha,Gastropidae,Ploima,Monogononta,Rotifera,Metazoa,genus,513185,tol
Mesocyclops leuckartii,NA,NA,Mesocyclops leuckarti,Mesocyclops,Cyclopidae,Cyclopoida,Hexanauplia,Arthropoda,Metazoa,species,916876,tol
Gleocapsa,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria,NA,no rank,5249086,tol
Planktothrix aghardii,NA,NA,Planktothrix agardhii,Planktothrix,NA,NA,NA,Cyanobacteria,NA,species,368771,tol
Trachelomonas nigra,NA,NA,Trachelomonas nigra,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,2831739,tol
Balanion planctonicum,NA,NA,Balanion planctonicum,Balanion,Balanionidae,Prorodontida,Prostomatea,Ciliophora,NA,species,1027891,tol
Bromeliothrix metopoides,NA,NA,Bromeliothrix metopoides,Bromeliothrix,NA,Colpodida,Colpodea,Ciliophora,NA,species,4030340,tol
Colpidium campylum,NA,NA,Colpidium campylum,Colpidium,NA,NA,NA,NA,Metazoa,species,7647606,tol
Colpidium colpoda,NA,NA,Colpidium colpoda,NA,NA,NA,Oligohymenophorea,Ciliophora,NA,species,805095,tol
Colpidium kleini,NA,NA,Colpidium kleini,NA,NA,NA,Oligohymenophorea,Ciliophora,NA,species,2826017,tol
Didinium nasutum,NA,NA,Didinium nasutum,Didinium,NA,NA,Litostomatea,Ciliophora,NA,species,1072824,tol
Glaucomides bromelicola,NA,NA,Glaucomides bromelicola,Glaucomides,NA,NA,Oligohymenophorea,Ciliophora,NA,species,285538,tol
Meseres corlissi,NA,NA,Meseres corlissi,Meseres,NA,NA,Spirotrichea,Ciliophora,NA,species,802625,tol
Pelagostrombidium mirabile,NA,NA,Pelagostrombidium mirabile,Pelagostrombidium,NA,NA,Spirotrichea,Ciliophora,NA,species,2822094,tol
Euplotes patella,NA,NA,Euplotes patella,Euplotes,NA,NA,Spirotrichea,Ciliophora,NA,species,30427,tol
Mychonastes homosphaera,NA,NA,Mychonastes homosphaera,Mychonastes,Mychonastaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,965083,tol
Synechococcus rhodobaktron,NA,NA,Synechococcus rhodobaktron,Synechococcus,NA,NA,NA,Cyanobacteria,NA,species,4016719,tol
Arthrospira platensis,NA,NA,Arthrospira platensis,Arthrospira,NA,NA,NA,Cyanobacteria,NA,species,827405,tol
Chlamydomonas mexicana,NA,NA,Chlamydomonas mexicana,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,801301,tol
Borghiella dodgei,NA,NA,Borghiella dodgei,Borghiella,Borghiellaceae,NA,Dinophyceae,NA,NA,species,4038280,tol
Centritractus belonophorus,NA,NA,Centritractus belonophorus,Centritractus,NA,Mischococcales,Xanthophyceae,NA,NA,species,4027247,tol
Nitzschia holsatica,NA,NA,Nitzschia holsatica,Nitzschia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2813561,tol
Parapediastrum biradiatum,NA,NA,Parapediastrum biradiatum,Parapediastrum,Hydrodictyaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,999684,tol
Pauliella taeniata,NA,NA,Pauliella taeniata,Pauliella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,427007,tol
Planktothrix mougeotii,NA,NA,Planktothrix mougeotii,Planktothrix,NA,NA,NA,Cyanobacteria,NA,species,636213,tol
Pseudanabaena dictyothalla,NA,NA,Pseudanabaena dictyothalla,Pseudanabaena,NA,NA,NA,Cyanobacteria,NA,species,4016052,tol
Pseudostaurastrum planctonicum,NA,NA,Pseudostaurastrum planctonicum,Pseudostaurastrum,NA,Eustigmatales,NA,NA,NA,species,5400541,tol
Selenastrum bibraianum,NA,NA,Selenastrum bibraianum,Selenastrum,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,30556,tol
Aplanchna priodonta,NA,NA,Asplanchna priodonta,Asplanchna,Asplanchnidae,Ploima,Monogononta,Rotifera,Metazoa,species,2940885,tol
Brachionus leydigi,NA,NA,Brachionus leydigi,Brachionus,Brachionidae,Ploima,Monogononta,Rotifera,Metazoa,species,837283,tol
Cephalodella biungulata,NA,NA,Cephalodella biungulata,Cephalodella,Notommatidae,Ploima,Monogononta,Rotifera,Metazoa,species,2940579,tol
Dicranophorus forcipatus,NA,NA,Dicranophorus forcipatus,Dicranophorus,Dicranophoridae,Ploima,Monogononta,Rotifera,Metazoa,species,513197,tol
Crucigenia divergens,NA,NA,Crucigeniopsis divergens,Crucigeniopsis,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5385841,tol
Anabaena azotica,NA,NA,Anabaena azotica,NA,NA,NA,NA,Cyanobacteria,NA,species,591006,tol
Thalassiosira clevei,NA,NA,Thalassiosira clevei,Thalassiosira,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,7557649,tol
Actinastrum fluviatile,NA,NA,Actinastrum fluviatile,Actinastrum,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,4004504,tol
Oscillatoria acutissima,NA,NA,Anagnostidinema acutissimum,Anagnostidinema,NA,NA,NA,Cyanobacteria,NA,species,4015752,tol
Synedra acus var. acus,NA,NA,Ulnaria acus,Ulnaria,NA,Fragilariales,NA,Bacillariophyta,NA,species,992764,tol
Strombomonas ensifera,NA,NA,Strombomonas ensifera,Strombomonas,NA,NA,Euglenophyceae,Euglenida,NA,species,2832167,tol
Khawkinea quartana,NA,NA,Euglena quartana,Euglena,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,454817,tol
Oscillatoria granulata,NA,NA,Oscillatoria granulata,Oscillatoria,NA,NA,NA,Cyanobacteria,NA,species,4015855,tol
Nitzschia terrestris,NA,NA,Nitzschia terrestris,Nitzschia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2813924,tol
Schroederia nitzschioides,NA,NA,Schroederia nitzschioides,Schroederia,Schroederiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5153051,tol
Phacus stokesii,NA,NA,Phacus stokesii,Phacus,Phacaceae,NA,Euglenophyceae,Euglenida,NA,species,2832335,tol
Nitzschia kurzeana,NA,NA,Nitzschia kurzeana,Nitzschia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,5427432,tol
Tetrastrum heterocanthum,NA,NA,Tetrastrum heterocanthum,Tetrastrum,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5153012,tol
Pleurosigma decorum,NA,NA,Pleurosigma decorum,Pleurosigma,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2815659,tol
Nitzschia longissima,NA,NA,Nitzschia longissima,Nitzschia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,1077617,tol
Scenedesmus javanensis,NA,NA,Scenedesmus javanensis,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,7566856,tol
Pinnularia nobilis,NA,NA,Navicula nobilis,Navicula,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2816138,tol
Staurastrum vestitum,NA,NA,Staurastrum vestitum,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,7643427,tol
Chlamydomonas angulosa,NA,NA,Chlamydomonas angulosa,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,4004062,tol
Anabaena flosaquae,NA,NA,Aphanizomenon flos-aquae,Aphanizomenon,NA,NA,NA,Cyanobacteria,NA,species,893789,tol
Chlorella fusca vacuolata,NA,NA,[Chlorella] fusca,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,463356,tol
Euglena agilis,NA,NA,Euglena agilis,Euglena,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,292386,tol
Nostoc muscorum,NA,NA,Desmonostoc muscorum,Nostoc,NA,NA,NA,Cyanobacteria,NA,species,893795,tol
Desmodesmus microspina,NA,NA,Desmodesmus microspina,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152910,tol
Scenedesmus vacuolatus,NA,NA,Scenedesmus vacuolatus,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,648234,tol
Arcella hemisphaerica,NA,NA,Arcella hemisphaerica,Arcella,Arcellidae,Arcellinida,Tubulinea,Amoebozoa,NA,species,1073649,tol
Arcella vulgaris,NA,NA,Arcella vulgaris,Arcella,Arcellidae,Arcellinida,Tubulinea,Amoebozoa,NA,species,241786,tol
Difflugia tuberspinifera,NA,NA,Difflugia tuberspinifera,Difflugia,Difflugiidae,Arcellinida,Tubulinea,Amoebozoa,NA,species,5657086,tol
Mongolodiaptomus birulai,NA,NA,Mongolodiaptomus birulai,Mongolodiaptomus,Diaptomidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,species,176298,tol
Pyxicola ovata,NA,NA,Cothurniopsis valvata,Cothurniopsis,NA,NA,Oligohymenophorea,Ciliophora,NA,species,2827769,tol
Pyxicola nolandi,NA,NA,Pyxicola nolandi,Pyxicola,NA,NA,Oligohymenophorea,Ciliophora,NA,species,2827749,tol
Pyxicola pusilla,NA,NA,Pyxicola pusilla,Pyxicola,NA,NA,Oligohymenophorea,Ciliophora,NA,species,2827802,tol
Pyxicola ligiae,NA,NA,Pyxicola ligiae,Pyxicola,NA,NA,Oligohymenophorea,Ciliophora,NA,species,2827707,tol
Pyxicola pyxidiformis,NA,NA,Pyxicola pyxidiformis,Pyxicola,NA,NA,Oligohymenophorea,Ciliophora,NA,species,2827806,tol
Pyxicola carteri,NA,NA,Pyxicola carteri,Pyxicola,NA,NA,Oligohymenophorea,Ciliophora,NA,species,2827844,tol
Pyxicola entzi,NA,NA,Pyxicola entzi,Pyxicola,NA,NA,Oligohymenophorea,Ciliophora,NA,species,2827715,tol
Pyxicola psammata,NA,NA,NA,Pyxicola,NA,NA,Oligohymenophorea,Ciliophora,NA,genus,2827655,tol
Pyxicola socialis,NA,NA,Pyxicola socialis,Pyxicola,NA,NA,Oligohymenophorea,Ciliophora,NA,species,2827654,tol
Pyxicola operculigera,NA,NA,Pyxicola operculigera,Pyxicola,NA,NA,Oligohymenophorea,Ciliophora,NA,species,2827911,tol
Monostyla stenroosi,NA,NA,Lecane stenroosi,Lecane,Lecanidae,Ploima,Monogononta,Rotifera,Metazoa,species,2941026,tol
Acanthocyclops,NA,NA,NA,Acanthocyclops,Cyclopidae,Cyclopoida,Hexanauplia,Arthropoda,Metazoa,genus,493477,tol
Acanthodiaptomus denticornis,NA,NA,Acanthodiaptomus denticornis,Acanthodiaptomus,Diaptomidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,species,683724,tol
Acantholebris curvirostris,NA,NA,Acantholeberis curvirostris,Acantholeberis,Macrotrichidae,Diplostraca,Branchiopoda,Arthropoda,Metazoa,species,496250,tol
Aglaodiaptomus clavipes,NA,NA,Aglaodiaptomus clavipes,Aglaodiaptomus,Diaptomidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,species,2955677,tol
Aglaodiaptomus forbesi,NA,NA,Aglaodiaptomus forbesi,Aglaodiaptomus,Diaptomidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,species,2955669,tol
Aglaodiaptomus spatulocrenatus,NA,NA,Aglaodiaptomus spatulocrenatus,Aglaodiaptomus,Diaptomidae,Calanoida,Hexanauplia,Arthropoda,Metazoa,species,341025,tol
Alona barbulata,NA,NA,Alona barbulata,Alona,Chydoridae,Diplostraca,Branchiopoda,Arthropoda,Metazoa,species,2960447,tol
Alona bicolor,NA,NA,Alona bicolor,Alona,Chydoridae,Diplostraca,Branchiopoda,Arthropoda,Metazoa,species,2960448,tol
