resolved.taxa.name,form,variety,species,genus,family,order,class,phylum,kingdom,rank,tol.id,source
Bicoeca planctonica,NA,NA,Bicoeca planctonica,Bicoeca,Bicosoecidae,Bicosoecida,NA,NA,NA,species,5385279,tol
Chrysolykos angulatus,NA,NA,Chrysolykos angulatus,Chrysolykos,NA,Chromulinales,Chrysophyceae,NA,NA,species,5400135,tol
Dinobryon elegantissimum,NA,NA,Dinobryon korschikovii,NA,Chrysococcaceae,Chromulinales,Chrysophyceae,NA,NA,species,5400092,tol
Cocconeis pediculus,NA,NA,Cocconeis pediculus,Cocconeis,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,148816,tol
Cocconeis,NA,NA,NA,Cocconeis,NA,NA,Bacillariophyceae,Bacillariophyta,NA,genus,498483,tol
Eunotia minor,NA,NA,Eunotia minor,Eunotia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,670172,tol
Phacus granulatus,NA,NA,Phacus granulatus,Phacus,Phacaceae,NA,Euglenophyceae,Euglenida,NA,species,2832375,tol
Closterium acutum,NA,NA,Closterium acutum,Closterium,Closteriaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3854829,tol
Cosmarium pygmaeum,NA,NA,Sphaerozosma pygmaeum,Sphaerozosma,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3853916,tol
Desmatractum indutum,NA,NA,Desmatractum indutum,Desmatractum,Treubariaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5151921,tol
Tetraedron,NA,NA,NA,Tetraedron,Sphaeropleaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,510075,tol
Navicula menisculus,NA,NA,NA,Navicula,NA,NA,Bacillariophyceae,Bacillariophyta,NA,no rank,2817099,tol
Cymbella affinis,NA,NA,Cymbella affinis,Cymbella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,148814,tol
Monoraphidium indicum,NA,NA,Monoraphidium indicum,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5416580,tol
Xanthidium alpinum,NA,NA,Xanthidium alpinum,Xanthidium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,5409617,tol
Aulacoseira subarctica,NA,NA,Aulacoseira subarctica,Aulacoseira,NA,NA,NA,Bacillariophyta,NA,species,502011,tol
Staurastrum paradoxum,NA,NA,Staurastrum paradoxum,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,1037306,tol
Salpingoeca gracilis,NA,NA,Salpingoeca gracilis,Salpingoeca,Salpingoecidae,Choanoflagellida,NA,NA,NA,species,310693,tol
Cyclostephanos invisitatus,NA,NA,Cyclostephanos invisitatus,Stephanodiscus,NA,NA,Mediophyceae,Bacillariophyta,NA,species,997462,tol
Cyclotella ocellata,NA,NA,Cyclotella ocellata,Stephanodiscus,NA,NA,Mediophyceae,Bacillariophyta,NA,species,688663,tol
Discostella woltereckii,NA,NA,Discostella woltereckii,Discostella,NA,NA,Mediophyceae,Bacillariophyta,NA,species,612139,tol
Oscillatoria limosa,NA,NA,Oscillatoria limosa,Oscillatoria,NA,NA,NA,Cyanobacteria,NA,species,620306,tol
Acanthosphaera,NA,NA,NA,Acanthosphaera,NA,Spumellaria,Polycystinea,NA,NA,genus,4004663,tol
Chroomonas,NA,NA,NA,Chroomonas,NA,Cryptomonadales,NA,Cryptophyceae,NA,genus,497054,tol
Dinobryon cylindricum,NA,NA,NA,NA,NA,Ochromonadales,Chrysophyceae,NA,NA,varietas,887886,tol
Dinobryon divergens,NA,NA,Dinobryon divergens,NA,NA,Ochromonadales,Chrysophyceae,NA,NA,species,524014,tol
Dinobryon sociale americanum,NA,NA,Dinobryon sociale,NA,NA,Ochromonadales,Chrysophyceae,NA,NA,species,5251192,tol
Dinobryon sociale,NA,NA,Dinobryon sociale,NA,NA,Ochromonadales,Chrysophyceae,NA,NA,species,5251192,tol
Dinobryon sociale stipitatum,NA,NA,Dinobryon sociale,NA,NA,Ochromonadales,Chrysophyceae,NA,NA,species,5251192,tol
Goniochloris fallax,NA,NA,Goniochloris fallax,Goniochloris,NA,Eustigmatales,NA,NA,NA,species,2821456,tol
Encyonema silesiacum,NA,NA,Encyonema silesiacum,Encyonema,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,396074,tol
Gymnodinium pallidum,NA,NA,Gymnodinium pallidum,Gymnodinium,NA,NA,Dinophyceae,NA,NA,species,2831202,tol
Navicula pseudanglica,NA,NA,Navicula pseudanglica,Navicula,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2817915,tol
Pteromonas angulosa,NA,NA,Pteromonas angulosa,Pteromonas,Phacotaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,1064084,tol
Cymbella naviculiformis,NA,NA,Cymbopleura naviculiformis,NA,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,882499,tol
Cryptomonas pyrenoidifera,NA,NA,Cryptomonas pyrenoidifera,Cryptomonas,NA,Cryptomonadales,NA,Cryptophyceae,NA,species,852296,tol
Caloneis,NA,NA,NA,Pinnularia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,genus,519417,tol
Surirella brebissonii,NA,NA,Surirella brebissonii,Surirella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,1015933,tol
Closteriopsis longissima,NA,NA,Closteriopsis longissima,Closteriopsis,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,4004434,tol
Tetraselmis arnoldii,NA,NA,Tetraselmis arnoldii,Tetraselmis,Chlorodendraceae,Chlorodendrales,Chlorodendrophyceae,Chlorophyta,Archaeplastida,species,5385922,tol
Polyedriopsis bitridens,NA,NA,Tetraedron bitridens,Tetraedron,Sphaeropleaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,510070,tol
Placoneis clementis,NA,NA,Placoneis clementis,Placoneis,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2814689,tol
Eunotia naegelii,NA,NA,Eunotia naegelii,Eunotia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2812729,tol
Nitzschia constricta,NA,NA,Nitzschia constricta,Nitzschia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,5655593,tol
Lyngbya truncicola,NA,NA,Lyngbya truncicola,Lyngbya,NA,NA,NA,Cyanobacteria,NA,species,4016170,tol
Pandorina morum major,NA,NA,Pandorina morum,Pandorina,Volvocaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,1072227,tol
Sphaerellopsis aulata,NA,NA,Vitreochlamys aulata,Vitreochlamys,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,921420,tol
Diatoma mesodon,NA,NA,Diatoma mesodon,Diatoma,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,7552334,tol
Trachelomonas,NA,NA,NA,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,genus,484043,tol
Chrysococcus,NA,NA,NA,Chrysococcus,NA,Chromulinales,Chrysophyceae,NA,NA,genus,4922323,tol
Coelastrum morus,NA,NA,Coelastrum morum,Coelastrum,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,427927,tol
Chroococcus limneticus,NA,NA,Limnococcus limneticus,NA,NA,NA,NA,Cyanobacteria,NA,species,185680,tol
Golenkinia viridis,NA,NA,Golenkinia viridis,Golenkinia,Golenkiniaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5418881,tol
Actinotaenium cruciferum,NA,NA,Actinotaenium cruciferum,Actinotaenium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,880127,tol
Cosmarium novae-semliae var. sibiricum,NA,NA,Cosmarium novae-semliae,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3854252,tol
Aulacoseira,NA,NA,NA,Aulacoseira,NA,NA,NA,Bacillariophyta,NA,genus,963749,tol
Tetraedron trigonum,NA,NA,Tetraedron trigonum,Astericium,Hydrodictyaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5153073,tol
Nitzschia dissipata,NA,NA,Nitzschia dissipata,Nitzschia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,949840,tol
Closterium acutum variabile,NA,NA,Closterium acutum,Closterium,Closteriaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3854829,tol
Carteria,NA,NA,NA,Carteria,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,256105,tol
Diploneis ovalis,NA,NA,Diploneis ovalis,Diploneis,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2818431,tol
Tetraedron incus,NA,NA,Chlorotetraedron incus,Chlorotetraedron,Neochloridaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,990316,tol
Gomphonema,NA,NA,NA,Gomphonema,NA,NA,Bacillariophyceae,Bacillariophyta,NA,genus,40476,tol
Katodinium hiemale,NA,NA,Woloszynskia pascheri,Woloszynskia,Suessiaceae,NA,Dinophyceae,NA,NA,species,671892,tol
Coccomonas platyformis,NA,NA,Coccomonas platyformis,Coccomonas,Phacotaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,4734609,tol
Penium spinospermum,NA,NA,Penium spinospermum,Penium,Peniaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,7643456,tol
Epipyxis planctonica,NA,NA,Epipyxis planctonica,Epipyxis,NA,Ochromonadales,Chrysophyceae,NA,NA,species,5385352,tol
Surirella ovata,NA,NA,Surirella minuta,Surirella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,801462,tol
Micractinium crassisetum,NA,NA,Micractinium crassisetum,Micractinium,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5152109,tol
Surirella linearis,NA,NA,Surirella linearis,Surirella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2814600,tol
Euglena,NA,NA,NA,Euglena,NA,NA,NA,NA,Metazoa,genus,6138674,tol
Cymbopleura similiformis,NA,NA,Cymbopleura similiformis,NA,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,5434503,tol
Diatoma tenuis,NA,NA,Diatoma tenuis,Diatoma,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,499040,tol
Oocystis solitaria,NA,NA,Neglectella solitaria,Neglectella,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,1027468,tol
Staurodesmus dejectus,NA,NA,Staurodesmus dejectus,Staurodesmus,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,647406,tol
Trachelomonas abrupta,NA,NA,Trachelomonas abrupta,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,850146,tol
Phacotus lenticularis,NA,NA,Phacotus lenticularis,Phacotus,Phacotaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,727975,tol
Goniochloris smithii,NA,NA,Goniochloris smithii,Goniochloris,NA,Eustigmatales,NA,NA,NA,species,2821457,tol
Euglena korsikovii,NA,NA,Euglena korsikovii,Euglena,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,7646045,tol
Cosmarium sexangulare minus,NA,NA,Cosmarium sexangulare,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,727425,tol
Amphora coffeaeformis,NA,NA,Amphora coffeiformis,Amphora,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,827648,tol
Sellaphora pupula,NA,NA,Sellaphora pupula,Sellaphora,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,974006,tol
Sellaphora rostrata,NA,NA,Sellaphora rostrata,Sellaphora,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,5432821,tol
Stephanodiscus alpinus,NA,NA,Stephanodiscus alpinus,Stephanodiscus,NA,NA,Mediophyceae,Bacillariophyta,NA,species,2811814,tol
Stephanodiscus irregularis,NA,NA,Stephanodiscus irregularis,Stephanodiscus,NA,NA,Mediophyceae,Bacillariophyta,NA,species,2811784,tol
Papenfussiomonas cordata,NA,NA,Papenfussiomonas cordata,Papenfussiomonas,Dunaliellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5418586,tol
Tetraselmis cordiformis,NA,NA,Tetraselmis cordiformis,Tetraselmis,Chlorodendraceae,Chlorodendrales,Chlorodendrophyceae,Chlorophyta,Archaeplastida,species,205988,tol
Eunotia,NA,NA,NA,Eunotia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,genus,111916,tol
Cryptomonas,NA,NA,NA,Cryptomonas,NA,Cryptomonadales,NA,Cryptophyceae,NA,genus,1073344,tol
Kirchneriella obesa,NA,NA,Kirchneriella obesa,Kirchneriella,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,501640,tol
Trachelomonas volvocina,NA,NA,Trachelomonas volvocina,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,650771,tol
Calycomonas pascheri,NA,NA,Chlamydomonas peterfii,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,801328,tol
Codosiga,NA,NA,NA,Codosiga,NA,Choanoflagellida,NA,NA,NA,genus,641132,tol
Dinophyceae,NA,NA,NA,NA,NA,NA,Dinophyceae,NA,NA,class,621380,tol
Coelastrum cambricum,NA,NA,Coelastrum cambricum,Coelastrum,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,427930,tol
Coelastrum microporum,NA,NA,Coelastrum microporum,Coelastrum,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,987031,tol
Coelastrum sphaericum,NA,NA,Coelastrum sphaericum,Coelastrum,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,664553,tol
Surirella minuta,NA,NA,Surirella minuta,Surirella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,801462,tol
Gymnodinium eurytopum,NA,NA,Gymnodinium mitratum,Gymnodinium,NA,NA,Dinophyceae,NA,NA,species,2831301,tol
Cymbella leptoceros,NA,NA,Cymbella leptoceros,Cymbella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2814852,tol
Cryptomonas marsonii,NA,NA,Cryptomonas marssonii,Cryptomonas,NA,Cryptomonadales,NA,Cryptophyceae,NA,species,852290,tol
Gomphonema lanceolatum,NA,NA,Brebissonia lanceolata,Cymbella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,475141,tol
Rhoicosphenia abbreviata,NA,NA,Rhoicosphenia abbreviata,Rhoicosphenia,Rhoicospheniaceae,NA,Bacillariophyceae,Bacillariophyta,NA,species,2815247,tol
Tabellaria flocculosa,NA,NA,Tabellaria flocculosa,Tabellaria,Tabellariaceae,Tabellariales,NA,Bacillariophyta,NA,species,79379,tol
Tetraedron minimum,NA,NA,Tetraedron minimum,Tetraedron,Sphaeropleaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,510074,tol
Tetraedron minimum scrobiculatum,NA,NA,Tetraedron minimum,Tetraedron,Sphaeropleaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,510074,tol
Cosmarium phaseolus minus,NA,NA,Cosmarium phaseolus,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,930821,tol
Penium,NA,NA,NA,Penium,Peniaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,genus,560271,tol
Meridion circulare,NA,NA,Meridion circulare,Meridion,NA,Fragilariales,NA,Bacillariophyta,NA,species,2819145,tol
Gomphonema truncatum,NA,NA,Gomphonema truncatum,Gomphonema,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,1065461,tol
Cosmarium meneghinii,NA,NA,Cosmarium meneghinii,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,930809,tol
Thorakochloris tetras,NA,NA,Thorakochloris tetras,Thorakochloris,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152074,tol
Actinotaenium,NA,NA,NA,Actinotaenium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,genus,689126,tol
Eunotia praerupta,NA,NA,Eunotia praerupta,Eunotia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2812676,tol
Staurodesmus spencerianus,NA,NA,Staurodesmus spencerianus,Staurodesmus,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,50776,tol
Hantzschia amphioxys,NA,NA,Hantzschia amphioxys,Nitzschia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,1003865,tol
Cymbella compacta,NA,NA,Cymbella compacta,Cymbella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2814851,tol
Gomphonema clavatum,NA,NA,Gomphonema clavatum,Gomphonema,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,537107,tol
Nitzschia levidensis,NA,NA,Tryblionella levidensis,Tryblionella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2813942,tol
Gomphonema constrictum,NA,NA,Gomphonema truncatum,Gomphonema,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,1065461,tol
Rhizosolenia eriensis,NA,NA,Urosolenia eriensis,Chaetoceros,NA,NA,Mediophyceae,Bacillariophyta,NA,species,647152,tol
Oocystis borgei,NA,NA,Oocystis borgei,Oocystis,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5151875,tol
Gymnodinium oligoplacatum,NA,NA,Parvodinium umbonatum,Peridinium,NA,Peridiniales,Dinophyceae,NA,NA,species,814978,tol
Mallomonas globosa,NA,NA,Mallomonas globosa,Mallomonas,Mallomonadaceae,Synurales,NA,NA,NA,species,8032007,tol
Gyrosigma scalproides,NA,NA,Gyrosigma scalproides,Gyrosigma,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2815628,tol
Cocconeis placentula euglypta,NA,NA,Cocconeis placentula,Cocconeis,NA,NA,Bacillariophyceae,Bacillariophyta,NA,varietas,5987572,tol
Mougeotia gracillima,NA,NA,Mougeotia gracillima,Mougeotia,Zygnemataceae,Zygnematales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3853388,tol
Cosmarium subbalteum,NA,NA,Cosmarium subbalteum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3854203,tol
Navicula reinhardtii,NA,NA,Navicula reinhardtii,Navicula,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,153485,tol
Staurastrum alternans,NA,NA,Staurastrum alternans,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,460595,tol
Gomphonema augur,NA,NA,Gomphonema augur,Gomphonema,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2815140,tol
Nitzschia linearis,NA,NA,Nitzschia linearis,Nitzschia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,828054,tol
Closterium venus westii,NA,NA,Closterium venus,Closterium,Closteriaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,303372,tol
Navicula rhynchocephala,NA,NA,Navicula rhynchocephala,Navicula,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,936104,tol
Mallomonas minima,NA,NA,Mallomonas minima,Mallomonas,Mallomonadaceae,Synurales,NA,NA,NA,species,4921690,tol
Treubaria euryacantha,NA,NA,Treubaria triappendiculata,Treubaria,Treubariaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5151941,tol
Pseudogoniochloris tripus,NA,NA,Goniochloris tripus,Goniochloris,NA,Eustigmatales,NA,NA,NA,species,2821454,tol
Korshikoviella michailovskoensis,NA,NA,Korshikoviella michailovskoensis,Korshikoviella,NA,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152362,tol
Trachelomonas volvocina subglobosa,NA,NA,Trachelomonas volvocina,Trachelomonas,Euglenaceae,NA,Euglenophyceae,Euglenida,NA,species,650771,tol
Katodinium simile,NA,NA,Katodinium simile,Katodinium,Tovelliaceae,NA,Dinophyceae,NA,NA,species,5409523,tol
Diploneis maulerii,NA,NA,Diploneis maulerii,Diploneis,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,5429956,tol
Pseudostaurastrum hastatum palatinum,NA,NA,Pseudostaurastrum hastatum,Pseudostaurastrum,NA,Eustigmatales,NA,NA,NA,species,2811411,tol
Chlamydomonas conica,NA,NA,Chlamydomonas conica,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5417968,tol
Nitzschia lanceolata,NA,NA,Nitzschia lanceolata,Nitzschia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2813856,tol
Cosmarium venustum minus,NA,NA,Cosmarium venustum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3853957,tol
Tabellaria fenestrata,NA,NA,Tabellaria fenestrata,Tabellaria,Tabellariaceae,Tabellariales,NA,Bacillariophyta,NA,species,2818702,tol
Chlamydomonas zebra,NA,NA,Chlamydomonas zebra,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,427264,tol
Golenkinia radiata,NA,NA,Golenkinia radiata,Golenkinia,Golenkiniaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152265,tol
Pandorina morum,NA,NA,Pandorina morum,Pandorina,Volvocaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,1072227,tol
Trochiscia granulata,NA,NA,Trochiscia granulata,Trochiscia,NA,NA,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152633,tol
Trochiscia planctonica,NA,NA,Trochiscia planctonica,Trochiscia,NA,NA,Chlorophyceae,Chlorophyta,Archaeplastida,species,5152631,tol
Gonatozygon monotaenium,NA,NA,Gonatozygon monotaenium,Gonatozygon,Gonatozygaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,684003,tol
Mallomonas caudata,NA,NA,Mallomonas caudata,Mallomonas,Mallomonadaceae,Synurales,NA,NA,NA,species,97216,tol
Staurodesmus cuspidatus,NA,NA,Staurodesmus cuspidatus,Staurodesmus,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,1071757,tol
Euglena gaumei,NA,NA,Euglena gaumei,NA,NA,NA,NA,NA,Metazoa,species,6138755,tol
Cryptomonas brevis,NA,NA,Cryptomonas brevis,Cryptomonas,NA,Cryptomonadales,NA,Cryptophyceae,NA,species,4014406,tol
Chlamydomonas reinhardtii,NA,NA,Chlamydomonas reinhardtii,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Archaeplastida,species,33153,tol
Neidium,NA,NA,NA,Neidium,NA,NA,Bacillariophyceae,Bacillariophyta,NA,genus,593706,tol
Frustulia,NA,NA,NA,Frustulia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,genus,723345,tol
Closterium cornu,NA,NA,Closterium cornu,Closterium,Closteriaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,401398,tol
Puncticulata radiosa,NA,NA,Puncticulata radiosa,Puncticulata,NA,NA,Mediophyceae,Bacillariophyta,NA,species,8030774,tol
Sellaphora bacillum,NA,NA,Sellaphora bacillum,Sellaphora,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,670175,tol
Dinobryon pediforme,NA,NA,Dinobryon pediforme,NA,NA,Ochromonadales,Chrysophyceae,NA,NA,species,1097132,tol
Oocystis polymorpha,NA,NA,Oocystis polymorpha,Oocystis,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Archaeplastida,species,5151849,tol
Navicula halophila,NA,NA,Craticula halophila,Craticula,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2816511,tol
Cosmarium,NA,NA,NA,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,genus,755483,tol
Cymbella cuspidata,NA,NA,Cymbella cuspidata,Cymbella,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,649515,tol
Cosmarium botrytis,NA,NA,Cosmarium botrytis,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,755484,tol
Nitzschia sigma,NA,NA,Nitzschia sigma,Nitzschia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,376552,tol
Cosmarium subcostatum minus,NA,NA,Cosmarium subcostatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,683977,tol
Nitzschia flexa,NA,NA,Nitzschia flexa,Nitzschia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2813783,tol
Cosmarium laeve,NA,NA,Cosmarium laeve,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,152830,tol
Chroococcus turgidus,NA,NA,Chroococcus turgidus,Chroococcus,NA,NA,NA,Cyanobacteria,NA,species,118245,tol
Fragilaria lanceolata,NA,NA,Fragilaria lanceolata,Fragilaria,NA,Fragilariales,NA,Bacillariophyta,NA,species,8030885,tol
Cyclostephanos dubius,NA,NA,Cyclostephanos dubius,Stephanodiscus,NA,NA,Mediophyceae,Bacillariophyta,NA,species,625560,tol
Fragilaria ulna angustissima,NA,NA,Ulnaria ulna,Ulnaria,NA,Fragilariales,NA,Bacillariophyta,NA,species,79384,tol
Pinnularia gibba,NA,NA,Pinnularia gibba,Pinnularia,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,835288,tol
Ulnaria delicatissima angustissima,NA,NA,Ulnaria delicatissima,Ulnaria,NA,Fragilariales,NA,Bacillariophyta,NA,species,88675,tol
Gymnodinium mitratum,NA,NA,Gymnodinium mitratum,Gymnodinium,NA,NA,Dinophyceae,NA,NA,species,2831301,tol
Gomphonema carolinense,NA,NA,Gomphonema carolinense,Gomphonema,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2815265,tol
Staurastrum punctulatum,NA,NA,Staurastrum punctulatum,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,36847,tol
Closterium limneticum,NA,NA,Closterium limneticum,Closterium,Closteriaceae,Desmidiales,Zygnemophyceae,Streptophyta,Archaeplastida,species,3854832,tol
Amphora libyca,NA,NA,Amphora libyca,Amphora,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,1093396,tol
Amphora copulata,NA,NA,Amphora copulata,Amphora,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2814314,tol
Achnanthes flexella,NA,NA,Eucocconeis flexella,Eucocconeis,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2812996,tol
Stauroneis anceps,NA,NA,Stauroneis anceps,Stauroneis,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,1098602,tol
Amphipleura pellucida,NA,NA,Amphipleura pellucida,Amphipleura,NA,NA,Bacillariophyceae,Bacillariophyta,NA,species,2816804,tol
