tax.uid,mean.mass,accepted.taxa.name,genus,family,order,class,phylum,kingdom
tax-1172,1208.4354578758036,Kephyrion boreale,Kephyrion,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-1173,348.3040378391458,Kephyrion rubri-claustri,Kephyrion,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-1174,363.4100672115903,Merismopedia trolleri,Merismopedia,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-1175,158.20432409450075,Nannochloris,Nannochloris,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-1176,625.2923026159917,Ophiocytium,Ophiocytium,Ophiocytiaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-1177,4581834.985160751,Peridinium limbatum,Peridinium,Peridiniaceae,Peridiniales,Dinophyceae,Myzozoa,Chromista
tax-1178,1797227.3785449562,Fusiperidinium wisconsinense,Fusiperidinium,Thoracosphaeraceae,Thoracosphaerales,Dinophyceae,Myzozoa,Chromista
tax-1179,659.0056882348695,Scourfieldia cordiformis,Scourfieldia,Scourfieldiaceae,Scourfieldiales,Pedinophyceae,Chlorophyta,Plantae
tax-118,32.05416666666667,Aphanizomenon flosaquae,Aphanizomenon,Aphanizomenonaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-1180,28.08608536998839,Spermatozopsis exsultans,Spermatozopsis,Dunaliellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-1181,290822.2998039978,Staurastrum iotanum,Staurastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-1182,595334.3976496989,Surirella visurgis,Surirella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,Chromista
tax-1183,42673.17138122625,Syncrypta,Syncrypta,Ochromonadaceae,Ochromonadales,Chrysophyceae,Ochrophyta,Chromista
tax-1184,14556.528572775691,Teilingia granulata,Teilingia,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-1185,2036771.441050327,Thalassiosira,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista
tax-1186,1613.5896811965972,Agmenellum elegans,Merismopedia,Chamaesiphonaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-1187,40819.66172381596,Tabularia tabulata,Tabularia,Ulnariaceae,Licmophorales,Bacillariophyceae,Bacillariophyta,Chromista
tax-1188,3739714.3952895883,Coscinodiscus,Coscinodiscus,Coscinodiscaceae,Coscinodiscales,Bacillariophyceae,Ochrophyta,Chromista
tax-1189,1047643.1879637887,Diatoma vulgaris,Diatoma,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista
tax-119,32.97,Coenodispora litoralis,Coenodispora,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-1190,61109.04960711624,Thalassiosira eccentrica,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Mediophyceae,Bacillariophyta,Chromista
tax-1191,79.08835112473147,Messastrum gracile,Messastrum,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-1192,652927.5528153904,Anacystis,Anacystis,Microcystaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-1193,194203.294403959,Eunotia pectinalis,Eunotia,Eunotiaceae,Eunotiales,Bacillariophyceae,Bacillariophyta,Chromista
tax-1194,327084.07755737216,Vibrio paxillifer,Vibrio,Amoebidae,Euamoebida,Tubulinea,Amoebozoa,Protozoa
tax-1195,1098277.473608434,Gyrosigma macrum,Gyrosigma,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,Chromista
tax-1196,37896.33815697758,Closterium setaceum,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-1197,94658.5738383451,Mastogloia braunii,Mastogloia,Mastogloiaceae,Mastogloiales,Bacillariophyceae,Bacillariophyta,Chromista
tax-1198,39549.045323997765,Nitzschia brevissima,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Chromista
tax-1199,163949.22678559605,Staurastrum sebaldi,Staurastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-12,91.96649902409389,Leptolyngbya,Leptolyngbya,Leptolyngbyaceae,Leptolyngbyales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-120,332.8899997171876,Pseudococcomyxa,Pseudococcomyxa,Oocystaceae,Oocystales,Trebouxiophyceae,Chlorophyta,Plantae
tax-1200,75277.87182155058,Skeletonema costatum,Skeletonema,Skeletonemataceae,Thalassiosirales,Mediophyceae,Bacillariophyta,Chromista
tax-1201,551761.3697217836,Desmidium swartzii,Desmidium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-1202,178235.91337565114,Diatoma,Diatoma,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista
tax-1203,52559.67340497578,Pyramimonas tetrarhynchus,Pyramimonas,Pyramimonadaceae,Pyramimonadales,Pyramimonadophyceae,Chlorophyta,Plantae
tax-1204,558718.9727544065,Amphiprora,Amphiprora,Amphipleuraceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista
tax-1205,342065.89556258003,Thalassiosira gravida,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Mediophyceae,Bacillariophyta,Chromista
tax-1206,1681978.0217441698,Lemmermanniella pallida,Lemmermanniella,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-1207,1236.9646779776851,Chlorella,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-1208,3269.5457437704495,Lindavia glomerata,Lindavia,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,Chromista
tax-1209,154607.2554876226,Gyrodinium,Gyrodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Myzozoa,Chromista
tax-121,32959.85682241458,Oocystis parva,Oocystis,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-1210,147.88796979491417,Westella,Westella,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-1211,222459.6339506395,Nitzschia denticula,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Chromista
tax-1212,705258.5849386759,Entomoneis paludosa,Entomoneis,Entomoneidaceae,Surirellales,Bacillariophyceae,Bacillariophyta,Chromista
tax-1213,13027.223895725867,Microspora,Microspora,Microsporaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-1214,1463.6483301852809,Crucigenia,Crucigenia,Trebouxiophyceae incertae sedis,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae,Chlorophyta,Plantae
tax-1215,172.32496949182112,Merismopedia,Merismopedia,Chamaesiphonaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-1216,6684.749573093395,Planothidium delicatulum,Planothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,Chromista
tax-1217,4106.476057493625,Rhodomonas,Rhodomonas,Pyrenomonadaceae,Pyrenomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-1218,6379.206522857547,Crenotia gibberula,Crenotia,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,Chromista
tax-1219,158.91114938835003,Gloeobacter violaceus,Gloeobacter,Gloeobacteraceae,Gloeobacterales,Cyanophyceae,Cyanobacteria,Bacteria
tax-122,2837.4313997171876,Pseudodidymocystis planctonica,Pseudodidymocystis,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-1220,52758.08612861757,Marssoniella,Marssoniella,Gurleyidae,Glugeida,Microsporea,Microsporidia,Protozoa
tax-1221,27520.715632051346,Meridion,Meridion,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista
tax-1222,1058.8620422499255,Chodatella,Chodatella,Oocystaceae,Oocystales,Trebouxiophyceae,Chlorophyta,Plantae
tax-1223,17002.195977683,Chrysamoeba,Chrysamoeba,Chrysamoebaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-1224,355.83270177415295,Actinastrum,Actinastrum,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-1225,4573207.175894413,Cymatopleura,Cymatopleura,Surirellaceae,Surirellales,Bacillariophyceae,Ochrophyta,Chromista
tax-1226,119220.94188500328,Planktosphaeria,Planktosphaeria,Neochloridaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-1227,17919.12122546166,Attheya,Attheya,Attheyaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista
tax-1228,22066.511754570376,Gloeocystis major,Gloeocystis,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-1229,1408.278230890584,Dispora,Dispora,Coccomyxaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-123,1722.7179983946007,Sphaerospermopsis aphanizomenoides,Sphaerospermopsis,Aphanizomenonaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria
tax-1230,120577.19398686815,Mastogloia,Mastogloia,Mastogloiaceae,Mastogloiales,Bacillariophyceae,Ochrophyta,Chromista
tax-1231,110217.20064572587,Bacillaria paxillifera,Bacillaria,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,Chromista
tax-1232,9.478118138378122,Dactylococcopsis,Dactylococcopsis,Chroococcaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-1233,35752.46290115955,Synura uvella,Synura,Synuraceae,Synurales,Chrysophyceae,Ochrophyta,Chromista
tax-1234,114.3045778965018,Monostroma,Monostroma,Monostromataceae,Ulvales,Ulvophyceae,Chlorophyta,Plantae
tax-1235,716669.079995155,Gonyostomum,Gonyostomum,Vacuolariaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista
tax-1236,329616.97179438546,Entomoneis,Entomoneis,Entomoneidaceae,Surirellales,Bacillariophyceae,Ochrophyta,Chromista
tax-1237,2019.150265584263,Synedra actinastroides,Synedra,Fragilariaceae,Fragilariales,Bacillariophyceae,Bacillariophyta,Chromista
tax-1238,44212.63522784693,Aphanizomenon,Aphanizomenon,Aphanizomenonaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-1239,2092.2078711273075,Keratococcus bicaudatus,Keratococcus,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-124,49136.11543166631,Anabaena,Anabaena,Nostocaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-1240,2504.594911325679,Chaetoceros elmorei,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Mediophyceae,Bacillariophyta,Chromista
tax-1241,725520.0686973159,Actinoptychus senarius,Actinoptychus,Heliopeltaceae,Coscinodiscales,Coscinodiscophyceae,Bacillariophyta,Chromista
tax-1242,585998.7924751439,Alexandrium catenella,Alexandrium,Pyrocystaceae,Gonyaulacales,Dinophyceae,Myzozoa,Chromista
tax-1243,391311.8462608198,Alexandrium,Alexandrium,Ostreopsidaceae,Gonyaulacales,Dinophyceae,Myzozoa,Chromista
tax-1244,105115.05892436675,Alexandrium tamarense,Alexandrium,Pyrocystaceae,Gonyaulacales,Dinophyceae,Myzozoa,Chromista
tax-1245,10162.768578111027,Amphicampa,Amphicampa,Eunotiaceae,Eunotiales,Bacillariophyceae,Ochrophyta,Chromista
tax-1246,135430.95125398575,Amphipleura,Amphipleura,Amphipleuraceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista
tax-1247,108101.30500665665,Asterionella,Asterionella,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista
tax-1248,241549.66778090212,Bacillaria,Bacillaria,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista
tax-1249,25758.283964520997,Bangia atropurpurea,Bangia,Bangiaceae,Bangiales,Bangiophyceae,Rhodophyta,Plantae
tax-125,33.49333333333333,Lima,Lima,Limidae,Limida,Bivalvia,Mollusca,Animalia
tax-1250,19124075.777248394,Biddulphia,Biddulphia,Biddulphiaceae,Biddulphiales,Bacillariophyceae,Ochrophyta,Chromista
tax-1251,13170021.753750686,Campylodiscus,Campylodiscus,Surirellaceae,Surirellales,Bacillariophyceae,Ochrophyta,Chromista
tax-1252,10923359.7141073,Tripos muelleri,Tripos,Ceratiaceae,Gonyaulacales,Dinophyceae,Myzozoa,Chromista
tax-1253,6408763.479545726,Tripos furca,Tripos,Ceratiaceae,Gonyaulacales,Dinophyceae,Myzozoa,Chromista
tax-1254,9170817.56880389,Ceratium,Ceratium,Ceratiomyxaceae,Ceratiomyxales,Protosteliomycetes,Amoebozoa,Protozoa
tax-1255,300795.7294678895,Characiopsis,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-1256,399756.6815367321,Characiopsis turgida,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-1257,1373.1001824275738,Microglena braunii,Microglena,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-1258,68.1075331070582,Chloromonas grovei,Chloromonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-1259,2361.1015838258204,Chlorella miniata,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-126,1220620.0220054719,Microcystis flos-aquae,Microcystis,Microcystaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-1260,572924.088181068,Chlorococcum infusionum,Chlorococcum,Chlorococcaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-1261,25814.823930107945,Chlorococcum minutum,Chlorococcum,Chlorococcaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-1262,1377.8551797169068,Chlorococcum,Chlorococcum,Chlorococcaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-1263,4436.991205909219,Chroococcus dispersus,Chroococcus,Chroococcaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-1264,4989.507075558028,Komma caudata,Komma,Hemiselmidaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-1265,5424.986736284148,Chroomonas nordstedtii,Chroomonas,Hemiselmidaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-1266,28955.170778410862,Chrysocapsa paludosa,Chrysocapsa,Chrysocapsaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-1267,33273.57194931733,Pseudohaptolina birgeri,Pseudohaptolina,Prymnesiaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-1268,169690.32751579204,Chrysococcus rufescens,Chrysococcus,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-1269,2697982.2306721453,Cladophora,Cladophora,Cladophoraceae,Cladophorales,Ulvophyceae,Chlorophyta,Plantae
tax-127,33.49333333333333,Coenococcus nygaardii,Coenococcus,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-1270,21840.463732578057,Closteriopsis acicularis,Closteriopsis,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-1271,5121.823548464315,Closteriopsis,Closteriopsis,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-1272,17940.304238228495,Closterium dianae,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-1273,22558.96078622138,Coelosphaerium,Coelosphaerium,Microcystaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-1274,840.6735616868123,Cosmarium tinctum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,Plantae
tax-1275,2.2384535657972946,Crucigenia staurogeniaeformis,Crucigenia,Trebouxiophyceae incertae sedis,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae,Chlorophyta,Plantae
tax-1276,20820.091766130474,Crypthecodinium cohnii,Crypthecodinium,Crypthecodiniaceae,Peridiniales,Dinophyceae,Myzozoa,Chromista
tax-1277,141021.78455991854,Cryptomonas tetrapyrenoidosa,Cryptomonas,Cryptomonadaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-1278,5173227.281873889,Octactis speculum,Octactis,Dictyochaceae,Dictyochales,Dictyochophyceae,Ochrophyta,Chromista
tax-1279,18856.934315469683,Dictyosphaerium,Dictyosphaerium,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-128,218.35111111111115,Eutetramorus,Eutetramorus,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-1280,374833.7229123176,Didymosphenia,Didymosphenia,Cymbellaceae,Cymbellales,Bacillariophyceae,Ochrophyta,Chromista
tax-1281,376474.2486329529,Dinophysis,Dinophysis,Dinophysaceae,Dinophysiales,Dinophyceae,Myzozoa,Chromista
tax-1282,883827.0576370591,Pyrocystis,Pyrocystis,Pyrocystaceae,Pyrocystales,Dinophyceae,Myzozoa,Chromista
tax-1283,146919.6835058029,Ditylum,Ditylum,Lithodesmiaceae,Lithodesmiales,Bacillariophyceae,Ochrophyta,Chromista
tax-1284,22972.32606186329,Dunaliella,Dunaliella,Dunaliellaceae,Volvocales,Chlorophyceae,Chlorophyta,Plantae
tax-1285,541.2904996299743,Elakatothrix acuta,Elakatothrix,Elakatotrichaceae,Klebsormidiales,Klebsormidiophyceae,Charophyta,Plantae
tax-1286,314665.15495059337,Eucampia,Eucampia,Hemiaulaceae,Hemiaulales,Bacillariophyceae,Ochrophyta,Chromista
tax-1287,87.26000284414032,Eucapsis,Eucapsis,Microcystaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-1288,280834.9831548485,Euglena gracilis,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,Protozoa
tax-1289,138362.0620932424,Eunotia perpusilla,Eunotia,Eunotiaceae,Eunotiales,Bacillariophyceae,Bacillariophyta,Chromista
tax-129,278.5266666666667,Volvox globator,Volvox,Volvocaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-1290,216101.65625130976,Eutreptiella gymnastica,Eutreptiella,Eutreptiidae,Eutreptiiida,Euglenophyceae,Euglenozoa,Protozoa
tax-1291,8370.259354493375,Gloeocapsa,Gloeocapsa,Gloeocapsaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-1292,27284.54970429959,Golenkinia,Golenkinia,Neochloridaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-1293,323490.79790608614,Gomphoneis,Gomphoneis,Gomphonemataceae,Cymbellales,Bacillariophyceae,Ochrophyta,Chromista
tax-1294,215831.5935296156,Gonyaulax digitale,Gonyaulax,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Myzozoa,Chromista
tax-1295,1707233.2293772104,Gonyaulax,Gonyaulax,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Myzozoa,Chromista
tax-1296,25669.322655674136,Gymnodinium discoidale,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Myzozoa,Chromista
tax-1297,309110.4269156393,Gymnodinium gracilentum,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Myzozoa,Chromista
tax-1298,701071.296615265,Gymnodinium saginatum,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Myzozoa,Chromista
tax-1299,348814.0139269528,Haematococcus lacustris,Haematococcus,Haematococcaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-13,154.88794495874606,Aphanothece saxicola,Aphanothece,Aphanothecaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-130,33.656875,Cylindrospermum,Cylindrospermum,Nostocaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-1300,8309.445663067689,Hannaea,Hannaea,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista
tax-1301,365.3431654453544,Hapalosiphon hibernicus,Hapalosiphon,Hapalosiphonaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria
tax-1302,533.7402076120366,Hemiselmis rufescens,Hemiselmis,Hemiselmidaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-1303,7384422.356749122,Hydrosera triquetra,Hydrosera,Hydroseraceae,Stephanopyxales,Coscinodiscophyceae,Bacillariophyta,Chromista
tax-1304,154495.5959070688,Lebouridinium glaucum,Lebouridinium,Gymnodiniales incert. sed.,Gymnodiniales,Dinophyceae,Myzozoa,Chromista
tax-1305,1011.8755550129068,Komma,Komma,Chroomonadaceae,Pyrenomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-1306,114614.4146923275,Leptocylindrus,Leptocylindrus,Leptocylindraceae,Leptocylindrales,Bacillariophyceae,Ochrophyta,Chromista
tax-1307,179.0697504245514,Leptolyngbya foveolara,Leptolyngbya,Leptolyngbyaceae,Leptolyngbyales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-1308,53731.51133033307,Leucocryptos marina,Leucocryptos,Katablepharidaceae,Katablephariales,Katablepharidophyceae,Katablepharidophyta,Chromista
tax-1309,2930559.9375154986,Melosira moniliformis,Melosira,Melosiraceae,Melosirales,Coscinodiscophyceae,Bacillariophyta,Chromista
tax-131,731.2182392965981,Chrysochromulina parva,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,Coccolithophyceae,Haptophyta,Chromista
tax-1310,110375.22669148707,Mesodinium rubrum,Mesodinium,Mesodiniidae,Cyclotrichiida,Litostomatea,Ciliophora,Chromista
tax-1311,1223451.3280532786,Mesoporos perforatus,Mesoporos,Prorocentraceae,Prorocentrales,Dinophyceae,Myzozoa,Chromista
tax-1312,273.1575813692,Micractinium quadrisetum,Micractinium,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-1313,252962056.3195568,Microcystis flosaquae,Microcystis,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-1314,1102014.819783536,Monomorphina pyrum,Monomorphina,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,Protozoa
tax-1315,5549.332780974767,Nostoc,Nostoc,Nostocaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-1316,6682251.537951273,Odontella,Odontella,Triceratiaceae,Triceratiales,Bacillariophyceae,Ochrophyta,Chromista
tax-1317,250186.9597724746,Ornithocercus,Ornithocercus,Dinophysaceae,Dinophysiales,Dinophyceae,Myzozoa,Chromista
tax-1318,941.2595715983672,Oscillatoria rupicola,Oscillatoria,Oscillatoriaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria
tax-1319,1195966.590209809,Phalacroma oxytoxoides,Phalacroma,Oxyphysaceae,Dinophysales,Dinophyceae,Myzozoa,Chromista
tax-132,39.20479161328863,Amphikrikos minutissimus,Amphikrikos,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-1320,66777.60269481223,Paralia sulcata,Paralia,Paraliaceae,Paraliales,Coscinodiscophyceae,Bacillariophyta,Chromista
tax-1321,11222.823413876402,Pedinella hexacostata,Pedinella,Pedinellaceae,Pedinellales,Dictyochophyceae,Ochrophyta,Chromista
tax-1322,243429.2470754866,Peridiniopsis,Peridiniopsis,Peridiniopsidaceae,Peridiniales,Dinophyceae,Myzozoa,Chromista
tax-1323,1339394.5501482598,Phacus caudatus,Phacus,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,Protozoa
tax-1324,3561.7464933740443,Phaeocystis globosa,Phaeocystis,Phaeocystaceae,Phaeocystales,Coccolithophyceae,Haptophyta,Chromista
tax-1325,4.061395219540023,Leptolyngbya foveolarum,Leptolyngbya,Leptolyngbyaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
