tax.uid,mean.mass,accepted.taxa.name,genus,family,order,class,phylum,kingdom
tax-4661,492.0100011156799,Ankistrodinium semilunatum,Ankistrodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Myzozoa,Chromista
tax-4662,492.0100011156799,Amphidinium steinii,Amphidinium,Amphidiniaceae,Amphidiniales,Dinophyceae,Myzozoa,Chromista
tax-4663,632.8099994343753,Amphikrikos nanus,Amphikrikos,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-4664,523.5600000000001,Amphirhiza epizootica,Amphirhiza,Chrysamoebaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-467,310.88233446459384,Paradoxia multiseta,Paradoxia,Coccomyxaceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae,Chlorophyta,Plantae
tax-4673,1302.0833281250054,Anathece,Anathece,Prochlorococcaceae,Synechococcales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-4674,632.8099994343753,Anathece endophytica,Anathece,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4675,13.412003393781664,Ankistrodesmus densus,Ankistrodesmus,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4676,13.412003393781664,Elakatothrix gelifacta,Elakatothrix,Elakatotrichaceae,Klebsormidiales,Elakatotrichaceae,Chlorophyta,Plantae
tax-4677,632.8099994343753,Apatococcus,Apatococcus,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-4678,632.8099994343753,Apatococcus lobatus,Apatococcus,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-4679,523.5600000000001,Apedinella radians,Apedinella,Pedinellaceae,Pedinellales,Dictyochophyceae,Ochrophyta,Chromista
tax-468,24006.870781662452,Willea vilhelmii,Willea,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-4680,523.5600000000001,Aphanocapsa fonticola,Aphanocapsa,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4681,523.5600000000001,Aphanocapsa fuscolutea,Aphanocapsa,Microcystaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-4682,523.5600000000001,Aphanocapsa hyalina,Aphanocapsa,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4683,523.5600000000001,Aphanocapsa koordersii,Aphanocapsa,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4684,523.5600000000001,Aphanocapsa litoralis,Aphanocapsa,Microcystaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-4685,523.5600000000001,Aphanocapsa litoralis,Aphanocapsa,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4686,523.5600000000001,Aphanocapsa parallelliformis,Aphanocapsa,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4687,294.50250000000005,Aphanocapsa salina,Aphanocapsa,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4688,523.5600000000001,Aphanocapsa sideroderma,Aphanocapsa,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4689,632.8099994343753,Aphanothece atrocrustacea,Aphanothece,Aphanothecaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-469,42662.35274647421,Asterionella formosa,Asterionella,Tabellariaceae,Rhabdonematales,Bacillariophyceae,Bacillariophyta,Chromista
tax-4690,632.8099994343753,Aphanothece castagnei,Aphanothece,Aphanothecaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4691,632.8099994343753,Anathece clathrata,Anathece,Prochlorococcaceae,Synechococcales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-4692,632.8099994343753,Aphanothece curvata,Aphanothece,Aphanothecaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4693,632.8099994343753,Aphanothece microscopica,Aphanothece,Aphanothecaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4694,632.8099994343753,Aphanothece pallida,Aphanothece,Aphanothecaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4695,632.8099994343753,Aphanothece paralleliformis,Aphanothece,Aphanothecaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4696,523.5600000000001,Apiocystis,Apiocystis,Tetrasporaceae,Tetrasporales,Chlorophyceae,Chlorophyta,Plantae
tax-4697,523.5600000000001,Apiocystis brauniana,Apiocystis,Tetrasporaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4698,40.730000108000205,Apodochloris simplicissima,Apodochloris,Chlorococcaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4699,523.5600000000001,Arachnochloris,Arachnochloris,Pleurochloridaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-47,22.03375864477649,Choricystis parasitica,Choricystis,Coccomyxaceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae,Chlorophyta,Plantae
tax-470,1834.762878111563,Kirchneriella lunaris,Kirchneriella,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4700,510.21009209153567,Arthrospira,Arthrospira,Microcoleaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-4701,492.0100011156799,Astasia,Astasia,Astasiidae,Natomonadida,Peranemea,Euglenozoa,Protozoa
tax-4702,492.0100011156799,Astasia curvata,Astasia,Astasiidae,Natomonadida,Peranemea,Euglenozoa,Protozoa
tax-4703,938.4799578665488,Astasia dangeardii,Astasia,Astasiidae,Natomonadida,Peranemea,Euglenozoa,Protozoa
tax-4704,492.0100011156799,Astasia hypolimnica,Astasia,Astasiidae,Natomonadida,Peranemea,Euglenozoa,Protozoa
tax-4705,492.0100011156799,Astasia inflata,Astasia,Astasiidae,Natomonadida,Peranemea,Euglenozoa,Protozoa
tax-4706,492.0100011156799,Astasia kathemerios,Astasia,Astasiidae,Natomonadida,Peranemea,Euglenozoa,Protozoa
tax-4707,492.0100011156799,Astasia klebsii,Astasia,Astasiidae,Natomonadida,Peranemea,Euglenozoa,Protozoa
tax-4708,492.0100011156799,Astasia torta,Astasia,Astasiidae,Natomonadida,Peranemea,Euglenozoa,Protozoa
tax-4709,252.7110022547308,Euglenopsis vacuolata,Euglenopsis,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,Protozoa
tax-471,25788.859224995795,Nephrocytium agardhianum,Nephrocytium,Nephrocytiaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-4710,632.8099994343753,Asterococcus limneticus,Asterococcus,Palmellopsidaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4711,632.8099994343753,Asterococcus superbus,Asterococcus,Palmellopsidaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4712,632.8099994343753,Asteromonas,Asteromonas,Asteromonadaceae,Dunaliellales,Chlorophyceae,Chlorophyta,Plantae
tax-4713,632.8099994343753,Asteromonas gracilis,Asteromonas,Asteromonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4715,632.8099994343753,Auxenochlorella,Auxenochlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-4716,632.8733329562502,Auxenochlorella protothecoides,Auxenochlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-4717,43.14999989324392,Bacularia,Bacularia,Cymatolegaceae,Nodosilineales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4718,492.0100011156799,Bernardinium,Bernardinium,Tovelliaceae,Gymnodiniales,Dinophyceae,Myzozoa,Chromista
tax-4719,632.8099994343753,Bicosoeca alaskana,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-472,8473.674140443081,Schroederia setigera,Schroederia,Schroederiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4720,632.8099994343753,Bicosoeca borealis,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-4721,632.8099994343753,Bicosoeca conica,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-4722,632.8099994343753,Bicosoeca crystallina,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-4723,632.8099994343753,Bicosoeca eurystoma,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-4724,632.8099994343753,Bicosoeca gracilipes,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-4725,319.20499971718766,Bicosoeca lacustris,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-4726,632.8099994343753,Bicosoeca lauterbornei,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-4727,632.8099994343753,Bicosoeca maris,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-4728,632.8099994343753,Bicosoeca mediterranea,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-4729,632.8099994343753,Bicosoeca mignotii,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-473,297.6579999999999,Cymbella laevis,Cymbella,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,Chromista
tax-4730,632.8099994343753,Bicosoeca mitra,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-4731,632.8099994343753,Bicosoeca ovata,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-4732,632.8099994343753,Bicosoeca paropsis,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-4733,632.8099994343753,Bicosoeca petiolata,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-4734,632.8099994343753,Bicosoeca planctonica,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-4735,632.8099994343753,Diplomitella socialis,Diplomitella,Amphimonadaceae,Gonyaulacales,Dinophyceae,Dinoflagellata,Chromista
tax-4736,632.8099994343753,Bicosoeca stellata,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-4737,632.8099994343753,Bicosoeca turrigera,Bicosoeca,Bicosoecaceae,Bicoecida,Bikosea,Bigyra,Chromista
tax-4738,492.0100011156799,Biecheleria,Biecheleria,Biecheleriaceae,Suessiales,Dinophyceae,Myzozoa,Chromista
tax-4739,632.8099994343753,Bodo curvifilus,Bodo,Bodonidae,Bodonida,Kinetoplastea,Euglenozoa,Protozoa
tax-474,448.28499971718765,Scenedesmus acunae,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4740,632.8099994343753,Neobodo designis,Neobodo,Neobodonidae,Neobodonida,Kinetoplastea,Euglenozoa,Protozoa
tax-4741,632.8099994343753,Bodo ovatus,Bodo,Bodonidae,Bodonida,Kinetoplastea,Euglenozoa,Protozoa
tax-4742,632.8099994343753,Neobodo saliens,Neobodo,Neobodonidae,Neobodonida,Kinetoplastea,Euglenozoa,Protozoa
tax-4743,632.8099994343753,Bodo saltans,Bodo,Bodonidae,Bodonida,Kinetoplastea,Euglenozoa,Protozoa
tax-4744,492.0100011156799,Borghiella,Borghiella,Borghiellaceae,Suessiales,Dinophyceae,Myzozoa,Chromista
tax-4745,40.730000108000205,Borodinellopsis texensis,Borodinellopsis,Chlorococcaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4746,523.5600000000001,Botrydiopsis,Botrydiopsis,Botrydiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4747,523.5600000000001,Botrydiopsis arhiza,Botrydiopsis,Botrydiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4748,492.0100011156799,Botrydium,Botrydium,Botrydiaceae,Botrydiales,Xanthophyceae,Ochrophyta,Chromista
tax-4749,492.0100011156799,Botrydium granulatum,Botrydium,Botrydiaceae,Botrydiales,Xanthophyceae,Ochrophyta,Chromista
tax-475,267.52799999999996,Ochromonas pyriformis,Ochromonas,Chromulinaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4750,523.5600000000001,Botryochloris,Botryochloris,Botryochloridaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4751,523.5600000000001,Botryochloris minima,Botryochloris,Botryochloridaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4752,523.5600000000001,Botryochloris simplex,Botryochloris,Botryochloridaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4753,632.8099994343753,Botryococcus neglectus,Botryococcus,Botryococcaceae,Trebouxiales,Trebouxiophyceae,Chlorophyta,Plantae
tax-4754,632.8099994343753,Brachiomonas,Brachiomonas,Chlamydomonadaceae,Volvocales,Chlorophyceae,Chlorophyta,Plantae
tax-4755,632.8099994343753,Brachiomonas simplex,Brachiomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4756,632.8099994343753,Brachiomonas submarina,Brachiomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4757,632.8099994343753,Brachynema,Brachynema,Erythropalaceae,Santalales,Magnoliopsida,Tracheophyta,Plantae
tax-4759,632.8099994343753,Bumilleriopsis brevis,Bumilleriopsis,Sciadiaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-476,109705.88740144971,Dolichospermum circinale,Dolichospermum,Aphanizomenonaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria
tax-4761,523.5600000000001,Carteria pseudoglobosa,Carteria,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4762,523.5600000000001,Carteria pseudomultifilis,Carteria,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4763,523.5600000000001,Carteria rotunda,Carteria,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4764,523.5600000000001,Carteria sphaerica,Carteria,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4765,40.730000108000205,Cecidochloris adnata,Cecidochloris,Chlorangiellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4766,9.659999997897945,Centritractus africanus,Centritractus,Sciadiaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4767,9.659999997897945,Centritractus brunneus,Centritractus,Sciadiaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4768,9.659999997897945,Centritractus ellipsoideus,Centritractus,Sciadiaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4769,291.03,Centritractus globulosus,Centritractus,Sciadiaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-477,4314.890172162973,Bitrichia ollula,Bitrichia,Stylococcaceae,Hibberdiales,Chrysophyceae,Ochrophyta,Chromista
tax-4770,9.659999997897945,Centritractus rotundatus,Centritractus,Sciadiaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4771,9.659999997897945,Centritractus selliferus,Centritractus,Sciadiaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4772,632.8099994343753,Chaetopeltis,Chaetopeltis,Chaetopeltidaceae,Chaetopeltidales,Chlorophyceae,Chlorophyta,Plantae
tax-4773,632.8099994343753,Chaetopeltis orbicularis,Chaetopeltis,Chaetopeltidaceae,Chaetopeltidales,Chlorophyceae,Chlorophyta,Plantae
tax-4775,632.8099994343753,Chamaecalyx,Chamaecalyx,Hyellaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria,Bacteria
tax-4776,205.51000108699688,Characidiopsis acuta,Characidiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4777,124.04999898877496,Characiellopsis,Characiellopsis,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4778,124.04999898877496,Characiochloris,Characiochloris,Characiochloridaceae,Tetrasporales,Chlorophyceae,Chlorophyta,Plantae
tax-4779,124.04999898877496,Characiopodium pseudopolymorphum,Characiopodium,Sphaeropleaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-478,450.37833305052095,Kephyrion petasatum,Kephyrion,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista
tax-4780,205.51000108699688,Characiopsis aculeata,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4781,124.04999898877496,Characiopsis anabaenae,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4782,124.04999898877496,Characiopsis avis,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4783,124.04999898877496,Characiopsis borziana,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4784,124.04999898877496,Characiopsis crassirostrum,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4785,124.04999898877496,Characiopsis heeringiana,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4786,205.51000108699688,Characiopsis longipes,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4787,205.51000108699688,Characiopsis lunaris,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4788,124.04999898877496,Characiopsiella minima,Characiopsiella,Neomonodaceae,Eustigmatales,Eustigmatophyceae,Ochrophyta,Chromista
tax-4789,205.51000108699688,Characiopsis minor,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-479,267.94666666666666,Chlamydomonas gloeophila,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4790,205.51000108699688,Characiopsis obliqua,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4791,124.04999898877496,Characiopsis obovoidea,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4792,205.51000108699688,Characiopsis pyriformis,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4793,124.04999898877496,Characiopsis saccata,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4794,124.04999898877496,Characiopsis spina,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4795,124.04999898877496,Characiopsis sublinearis,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4796,124.04999898877496,Characiopsis subulata,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4797,205.51000108699688,Characiopsis tuba,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4798,205.51000108699688,Characiopsis varians,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4799,124.04999898877496,Characiopsis ventricosa,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-48,6.28,Leptolyngbya valderiana,Leptolyngbya,Leptolyngbyaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria
tax-480,162409.72364378523,Coelastrum astroideum,Coelastrum,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4800,124.04999898877496,Characium acuminatum,Characium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4801,124.04999898877496,Characium angustum,Characium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4802,124.04999898877496,Characium bulbosum,Characium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4803,124.04999898877496,Characium conicum,Characium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4804,124.04999898877496,Characium cucurbitinum,Characium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4805,205.51000108699688,Characium guttula,Characium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4806,205.51000108699688,Characium indicum,Characium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4807,124.04999898877496,Characium lanceolatum,Characium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4808,124.04999898877496,Characium obesum,Characium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4809,17.820000002708586,Characium orissicum,Characium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-481,69655.81197769557,Golenkiniopsis,Golenkiniopsis,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-4810,205.51000108699688,Characium ornithocephalum,Characium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4811,17.820000002708586,Characium pseudopyriforme,Characium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4812,124.04999898877496,Chlamydopodium sieboldii,Chlamydopodium,Characiochloridaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4813,124.04999898877496,Characium sikangense,Characium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4814,100062.02499949439,Characium strictum,Characium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4815,124.04999898877496,Characium substrictum,Characium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4816,205.51000108699688,Characium terrestre,Characium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4817,492.0100011156799,Chilomonas cryptomonadoides,Chilomonas,Cryptomonadaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-4818,492.0100011156799,Chilomonas oblonga,Chilomonas,Cryptomonadaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-4819,492.0100011156799,Cryptomonas paramaecium,Cryptomonas,Cryptomonadaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista
tax-482,113629.86340954814,Gonium pectorale,Gonium,Goniaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4820,632.8099994343753,Chlainomonas,Chlainomonas,Chlamydomonadaceae,Volvocales,Chlorophyceae,Chlorophyta,Plantae
tax-4821,632.8099994343753,Chlainomonas ovalis,Chlainomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4822,632.8099994343753,Chlamydocapsa bacillus,Chlamydocapsa,Palmellopsidaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4823,40.730000108000205,Chlamydomonadopsis,Chlamydomonadopsis,Chlorangiellaceae,Tetrasporales,Chlorophyceae,Chlorophyta,Plantae
tax-4824,523.5600000000001,Chlamydomonas ehrenbergii,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4825,559.9766664781251,Vitreochlamys gloeocystiformis,Vitreochlamys,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4826,13.412003393781664,Chlamydomonas tetragama,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4827,124.04999898877496,Chlamydopodium pluricoccum,Chlamydopodium,Characiochloridaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4828,124.04999898877496,Chlamydopodium,Chlamydopodium,Characiochloridaceae,Tetrasporales,Chlorophyceae,Chlorophyta,Plantae
tax-4829,17.820000002708586,Chlamydopodium starrii,Chlamydopodium,Characiochloridaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-483,267.94666666666666,Pseudochlorella pyrenoidosa,Pseudochlorella,Koliellaceae,Prasiolales,Trebouxiophyceae,Chlorophyta,Plantae
tax-4830,17.820000002708586,Chlamydopodium vacuolatum,Chlamydopodium,Characiochloridaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4831,492.0100011156799,Chlorallantus,Chlorallantus,Pleurochloridaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4832,492.0100011156799,Chlorangiella,Chlorangiella,Chlorangiellaceae,Tetrasporales,Chlorophyceae,Chlorophyta,Plantae
tax-4833,492.0100011156799,Chlorangiella pygmaea,Chlorangiella,Chlorangiellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4834,40.730000108000205,Chlorangiopsis piriformis,Chlorangiopsis,Chlorangiellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4835,40.730000108000205,Chlorangiopsis systylis,Chlorangiopsis,Chlorangiellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4836,17.820000002708586,Chlorella acuminata,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-4837,632.8099994343753,Chloroidium saccharophilum,Chloroidium,Watanabeaceae,Watanabeales,Trebouxiophyceae,Chlorophyta,Plantae
tax-4838,632.8099994343753,Chlorella salina,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-4839,632.8099994343753,Droopiella spaerckii,Droopiella,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-484,267.94666666666666,Treubaria quadrispina,Treubaria,Treubariaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae
tax-4840,632.8099994343753,Chlorella stigmatophora,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae
tax-4841,523.5600000000001,Chloridella,Chloridella,Pleurochloridaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4842,523.5600000000001,Chloridella cystiformis,Chloridella,Pleurochloridaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4843,523.5600000000001,Chlorobotrys,Chlorobotrys,Chlorobotryaceae,Eustigmatales,Eustigmatophyceae,Ochrophyta,Chromista
tax-4844,632.8099994343753,Chlorocloster minimus,Chlorocloster,Pleurochloridaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4845,9.629999997897064,Chlorocloster raphidioides,Chlorocloster,Pleurochloridaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4846,17.820000002708586,Chlorocloster simplex,Chlorocloster,Pleurochloridaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
tax-4847,40.730000108000205,Apodochloris polymorpha,Apodochloris,Chlorococcaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae
tax-4848,523.5600000000001,Chlorogibba,Chlorogibba,Pleurochloridaceae,Mischococcales,Xanthophyceae,Ochrophyta,Chromista
