BottleID,Treatment,UV,Date,Run,GD,meanvelocity,medianY,SizeMM,Tswimming,Tresting,areaexplored,DOC,Time,TSWP,depth
6_711,2,0,711,16,197.30449478550875,4.772015687835561,14.946531451612902,0.8367575315,1075,485,574.0809698884437,2,2.316666666666667,68.91025641025641,25.053468548387098
6_711,2,0,711,17,188.8081283449834,4.784611439541489,6.7108452620967745,0.8367575315,1026,534,881.226964243838,2,2.6333333333333333,65.76923076923077,33.289154737903225
6_711,2,0,711,18,192.85833799599231,4.642885914718333,13.966607056451611,0.8367575315,1080,480,993.7134285754637,2,2.95,69.23076923076923,26.03339294354839
6_711,2,0,711,19,256.50581616257233,5.276227231192152,25.67380090725807,0.8367575315,1264,296,1206.1578982324122,2,3.2666666666666666,81.02564102564102,14.32619909274193
6_711,2,0,711,2,145.9826915163788,4.007972523152955,7.120929435483871,0.8367575315,947,613,1017.4881419056358,2,3.5833333333333335,60.705128205128204,32.87907056451613
6_711,2,0,711,3,192.59466571868109,5.0682806768073965,14.55447439516129,0.8367575315,988,572,1530.0448553616284,2,3.9,63.333333333333336,25.44552560483871
6_711,2,0,711,4,197.77450385750183,4.934872457096974,10.869653125000001,0.8367575315,1042,518,1046.756476882354,2,4.216666666666667,66.7948717948718,29.130346875
6_711,2,0,711,5,184.04946827001652,4.948589632906338,15.972636693548388,0.8367575315,967,593,558.390130498894,2,4.533333333333333,61.98717948717949,24.027363306451612
6_711,2,0,711,6,197.9864732483822,5.017201076469725,5.023934879032259,0.8367575315,1026,534,965.673131062284,2,4.85,65.76923076923077,34.97606512096774
6_711,2,0,711,7,201.87628468472303,5.03239060575532,6.355060685483873,0.8367575315,1043,517,949.7650178502715,2,5.166666666666667,66.85897435897436,33.64493931451613
6_711,2,0,711,8,173.88532655808785,6.0119926735509095,7.078677016129031,0.8367575315,752,808,385.9340208613663,2,5.483333333333333,48.205128205128204,32.921322983870965
6_711,2,0,711,9,226.00219964704996,4.812495651779933,12.875464516129032,0.8367575315,1221,339,652.9616027269614,2,5.8,78.26923076923077,27.124535483870968
7_624,20,60,624,1,153.8150090227553,3.5611667271519485,3.481896169354838,0.903192932,1123,437,127.11275473707131,20,0.11666666666666667,71.98717948717949,36.51810383064516
7_624,20,60,624,10,115.47297690880887,2.9843910533091758,3.1281194556451597,0.903192932,1006,554,64.95848427466318,20,0.43333333333333335,64.48717948717949,36.87188054435484
