Genus;Species;Replicate.number;Group;Habitat;Trophic.group;Ref.tg;Body.length;Min.bl;Max.bl;Ref.bl;Dry.mass;Min.dm;Max.dm;Ref.dm;Cct.prop;Min.Cprop;Max.Cprop;Cct.total;Ref.C;Nct.prop;Min.Nprop;Max.Nprop;Nct.total;Ref.N;Pct.prop;Min.Pprop;Max.Pprop;Pct.total;Ref.P;N:Pct;Min.NP;Max.NP;Ref.NP;Protein.ct;Min.prot;Max.prot;Ref.prot;Lipid.ct;Min.lip;Max.lip;Ref.lip;Respiration.rt.ind;Respiration.rt.mg;Min.resp.mg;Max.resp.mg;Temp.resp.rt;Min.temp.resp.rt;Max.temp.resp.rt;Ref.resp;N-ammonia.ex.rt.ug.ind;N-ammonia.ex.rt.ug.dm;Min.Nex.rt.ug.dm;Max.Nex.rt.ug.dm;N-ammonia.ex.rt.nmol.dm;N-ammonia.ex.rt.nmol.ind;Min.Nex.rt.nmol.ind;Max.Nex.rt.nmol.ind;Temp.Nex.rt;Min.temp.Nex.rt;Max.temp.Nex.rt;Ref.N.ex;P-phosphate.ex.rt.ug.ind;P-phosphate.ex.rt.ug.dm;Min.Pex.rt.ug.dm;Max.Pex.rt.ug.dm;P-phosphate.ex.rt.nmol.dm;P-phosphate.ex.rt.nmol.ind;Min.Pex.rt.nmol.ind;Max.Pex.rt.nmol.ind;Temp.Pex.rt;Min.temp.Pex.rt;Max.temp.Pex.rt;Ref.P.ex;N:P.ex;Min.NP.ex;Max.NP.ex;Ref.NPex
Diaptomus;graciloides;2;Copepoda;Freshwater;NA;NA;NA;NA;NA;NA;0,0065;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0668;NA;NA;NA;20;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Diaptomus;graciloides-(M);NA;Copepoda;Freshwater;NA;NA;NA;NA;NA;NA;0,0123;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0828;NA;NA;NA;20;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Diaptomus;leptopus;1;Copepoda;Freshwater;Herbivore;1;1,47;NA;NA;1;0,01864;NA;NA;1,18,20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,178;NA;NA;NA;20;NA;NA;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,4;1,4;NA;NA;NA;NA;RT;NA;NA;37;NA;NA;NA;NA
Diaptomus;leptopus;2;Copepoda;Freshwater;NA;NA;NA;NA;NA;NA;0,0222;NA;NA;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Diaptomus;minutus;1;Copepoda;Freshwater;OmniCarn;19;0,89;NA;NA;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,4;1,4;NA;NA;NA;NA;RT;NA;NA;37;NA;NA;NA;NA
Diaptomus;minutus;2;Copepoda;Freshwater;NA;NA;NA;0,706;0,851;18;NA;0,00197;0,00355;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Diaptomus;oregonensis;1;Copepoda;Freshwater;Herbivore;19;1,14;NA;NA;19;0,011;NA;NA;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,09;NA;NA;NA;22;NA;NA;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Diaptomus;oregonensis;2;Copepoda;Freshwater;NA;NA;NA;0,76;1,176;18;NA;0,00384;0,00866;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Diaptomus;siciloides;1;Copepoda;Freshwater;NA;NA;NA;NA;NA;NA;0,0032;NA;NA;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,075;NA;NA;NA;20;NA;NA;22;NA;2,8;NA;NA;NA;NA;NA;NA;RT;NA;NA;40;NA;0,754;NA;NA;NA;NA;NA;NA;RT;NA;NA;40;8,199;NA;NA;40
Diaptomus;siciloides;2;Copepoda;Freshwater;NA;NA;NA;0,724;1,176;18;NA;0,00475;0,0105;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Disparalona;acutirostris;NA;Cladocera;Freshwater;Herbivore;1;0,26;NA;NA;1;0,0009783;NA;NA;1,18,20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Drepanothrix;dentata;NA;Cladocera;Freshwater;Herbivore;1;0,273;NA;NA;1;0,0010743;NA;NA;1,18,20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Epischura;lacustris;1;Copepoda;Freshwater;OmniCarn;1;1,75;NA;NA;1;0,0173145;NA;NA;1,18,20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Epischura;lacustris;2;Copepoda;Freshwater;Herbivore;19;1,53;NA;NA;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Epischura;sp.;NA;Copepoda;Freshwater;OmniCarn;1;1,75;NA;NA;1;0,0173145;NA;NA;1,18,20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eubosmina;coregoni;1;Cladocera;Freshwater;Herbivore;1;0,5;NA;NA;1;0,001772;NA;NA;1,18,20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eubosmina;coregoni;2;Cladocera;Freshwater;Herbivore;19;0,6;NA;NA;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;attenuatus;1;Copepoda;Marine;NA;NA;2,76;NA;NA;165;0,0885;NA;NA;69;39,4;NA;NA;0,034869;69;9,300564972;NA;NA;0,00823;69;0,789830508;NA;NA;0,00070;69;26,02361946;NA;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;0,88;NA;NA;NA;26,7;NA;NA;69;0,091;NA;NA;NA;NA;NA;NA;NA;26,7;NA;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;attenuatus;2;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,129;NA;NA;69;39,4;NA;NA;0,050826;69;9,3;NA;NA;0,01200;69;0,789922481;NA;NA;0,00102;69;26,01900883;NA;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;0,84;NA;NA;NA;27,8;NA;NA;69;0,054;NA;NA;NA;NA;NA;NA;NA;27,8;NA;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;attenuatus;3;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,131;NA;NA;69;39,4;NA;NA;0,051614;69;9,3;NA;NA;0,01218;69;0,790076336;NA;NA;0,00104;69;26,01394203;NA;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;0,97;NA;NA;NA;27,8;NA;NA;69;0,049;NA;NA;NA;NA;NA;NA;NA;27,8;NA;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;attenuatus;4;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,201;NA;NA;69;39,4;NA;NA;0,079194;69;9,3;NA;NA;0,01869;69;0,790049751;NA;NA;0,00159;69;26,01481738;NA;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;0,93;NA;NA;NA;27,4;NA;NA;69;0,086;NA;NA;NA;NA;NA;NA;NA;27,4;NA;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;attenuatus;5;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,29;NA;NA;165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,09;3,68;NA;NA;28,5;NA;NA;165;0,307;NA;NA;NA;NA;NA;NA;NA;28,5;NA;NA;165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;bungii;1;Copepoda;Marine;Omnivore;78;NA;6;8;77, 80;1,01;NA;NA;69;40;NA;NA;0,404;69;9,8;NA;NA;0,09898;69;0,6;NA;NA;0,00606;69;36,09666667;NA;NA;69;52,5;NA;NA;153;32;NA;NA;129;0,84;NA;NA;NA;6;NA;NA;69;0,041;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;bungii;2;Copepoda;Marine;NA;NA;NA;NA;NA;NA;1,01;NA;NA;69;40;NA;NA;0,404;69;9,801980198;NA;NA;0,09900;69;0,603960396;NA;NA;0,00610;69;35,86721311;NA;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;0,75;NA;NA;NA;6;NA;NA;69;0,074;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;bungii;3;Copepoda;Marine;NA;NA;NA;NA;NA;NA;1,09;NA;NA;84;49,9;NA;NA;NA;84;7,6;NA;NA;NA;84;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,9;NA;NA;4;NA;NA;178;NA;NA;NA;NA;NA;16,2;NA;NA;4;NA;NA;178;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;bungii;4;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,56;NA;NA;178;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;californicus;NA;Copepoda;Marine;OmniHerb;142;6,45;NA;NA;77, 80;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;51,3;NA;NA;192;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;crassus;NA;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,36;NA;NA;181;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;62,4;NA;NA;191;NA;NA;NA;NA;5,77;NA;NA;NA;30,2;NA;NA;181;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;monacus;NA;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,19;NA;NA;181;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,29;NA;NA;NA;30,2;NA;NA;181;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;subcrassus-(M);NA;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0262;NA;NA;70;41,59923664;NA;NA;0,010899;70;9,618320611;NA;NA;0,00252;70;0,790076336;NA;NA;0,00021;70;26,90434783;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,023;NA;NA;NA;27;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;subcrassus;1;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,1154;NA;NA;70;41,59965338;NA;NA;0,048006;70;9,619584055;NA;NA;0,01110;70;0,790294627;NA;NA;0,00091;70;26,90044956;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0145;NA;NA;NA;22;NA;NA;70;0,0036;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;subcrassus;2;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0817;NA;NA;70;41,5997552;NA;NA;0,033987;70;9,620563035;NA;NA;0,00786;70;0,789473684;NA;NA;0,00065;70;26,93116279;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,024;NA;NA;NA;22;NA;NA;70;0,0055;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;subcrassus;3;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0737;NA;NA;70;41,59972863;NA;NA;0,030659;70;9,620081411;NA;NA;0,00709;70;0,789687924;NA;NA;0,00058;70;26,92250859;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0118;NA;NA;NA;22;NA;NA;70;0,0016;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;subcrassus;4;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,1138;NA;NA;70;41,60017575;NA;NA;0,047341;70;9,620386643;NA;NA;0,01095;70;0,789982425;NA;NA;0,00090;70;26,91332592;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,014;NA;NA;NA;22;NA;NA;70;0,0029;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;subcrassus;5;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0988;NA;NA;70;41,60020243;NA;NA;0,041101;70;9,620445344;NA;NA;0,00951;70;0,79048583;NA;NA;0,00078;70;26,89635083;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0274;NA;NA;NA;22;NA;NA;70;0,0053;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;subcrassus;6;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,061;NA;NA;70;41,6;NA;NA;0,025376;70;9,619672131;NA;NA;0,00587;70;0,790163934;NA;NA;0,00048;70;26,90514523;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0144;NA;NA;NA;22;NA;NA;70;0,0011;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;subcrassus;7;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0874;NA;NA;70;41,59954233;NA;NA;0,036358;70;9,6201373;NA;NA;0,00841;70;0,789473684;NA;NA;0,00069;70;26,92997101;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0136;NA;NA;NA;22;NA;NA;70;0,0019;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;subcrassus;8;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0866;NA;NA;70;41,60046189;NA;NA;0,036026;70;9,620092379;NA;NA;0,00833;70;0,789838337;NA;NA;0,00068;70;26,91741228;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0294;NA;NA;NA;22;NA;NA;70;0,0058;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;subcrassus;9;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,1005;NA;NA;70;41,6;NA;NA;0,041808;70;9,619900498;NA;NA;0,00967;70;0,790049751;NA;NA;0,00079;70;26,90967254;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0302;NA;NA;NA;22;NA;NA;70;0,0042;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;subcrassus;10;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,1298;NA;NA;70;41,60015408;NA;NA;0,053997;70;9,6201849;NA;NA;0,01249;70;0,789676425;NA;NA;0,00103;70;26,92319024;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0467;NA;NA;NA;22;NA;NA;70;0,0075;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;subcrassus;11;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,103;NA;NA;70;41,6;NA;NA;0,042848;70;9,62038835;NA;NA;0,00991;70;0,790291262;NA;NA;0,00081;70;26,90281327;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0333;NA;NA;NA;22;NA;NA;70;0,0052;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;subcrassus;12;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,1242;NA;NA;70;41,59983897;NA;NA;0,051667;70;9,619967794;NA;NA;0,01195;70;0,789855072;NA;NA;0,00098;70;26,91649337;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0486;NA;NA;NA;22;NA;NA;70;0,0127;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;subcrassus;13;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,1;NA;NA;70;41,6;NA;NA;0,0416;70;9,62;NA;NA;0,00962;70;0,79;NA;NA;0,00079;70;26,91164557;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0316;NA;NA;NA;22;NA;NA;70;0,0045;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;subcrassus;14;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0858;NA;NA;70;41,6002331;NA;NA;0,035693;70;9,62004662;NA;NA;0,00825;70;0,79020979;NA;NA;0,00068;70;26,90463127;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0509;NA;NA;NA;22;NA;NA;70;0,0063;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;subcrassus;15;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,1202;NA;NA;70;41,59983361;NA;NA;0,050003;70;9,619800333;NA;NA;0,01156;70;0,790349418;NA;NA;0,00095;70;26,89918947;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0497;NA;NA;NA;22;NA;NA;70;0,0035;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;subcrassus;16;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,1494;NA;NA;70;41,59973226;NA;NA;0,06215;70;9,619812584;NA;NA;0,01437;70;0,789825971;NA;NA;0,00118;70;26,91705085;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,0203;NA;NA;NA;22;NA;NA;70;0,0025;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Eucalanus;subcrassus;17;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,1002;NA;NA;70;41,5998004;NA;NA;0,041683;70;9,619760479;NA;NA;0,00964;70;0,790419162;NA;NA;0,00079;70;26,89670455;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,57;NA;NA;NA;24;NA;NA;70;0,0132;NA;NA;NA;NA;NA;NA;NA;24;NA;NA;70;0,0073;NA;NA;NA;NA;NA;NA;NA;24;NA;NA;NA;3,99812575;NA;NA;70
Eucalanus;subcrassus;18;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,109;NA;NA;70;41,6;NA;NA;0,045344;70;9,620183486;NA;NA;0,01049;70;0,789908257;NA;NA;0,00086;70;26,91528455;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,758;NA;NA;NA;24;NA;NA;70;0,0286;NA;NA;NA;NA;NA;NA;NA;24;NA;NA;70;0,0079;NA;NA;NA;NA;NA;NA;NA;24;NA;NA;NA;8,004686365;NA;NA;70
Eucalanus;subcrassus;19;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0908;NA;NA;70;41,60022026;NA;NA;0,037773;70;9,620044053;NA;NA;0,00874;70;0,789647577;NA;NA;0,00072;70;26,92377964;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,632;NA;NA;NA;24;NA;NA;70;0,0225;NA;NA;NA;NA;NA;NA;NA;24;NA;NA;70;0,0074;NA;NA;NA;NA;NA;NA;NA;24;NA;NA;NA;6,722892654;NA;NA;70
Eucalanus;subcrassus;20;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,1007;NA;NA;70;41,59980139;NA;NA;0,041891;70;9,619662363;NA;NA;0,00969;70;0,790466733;NA;NA;0,00080;70;26,89481156;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,606;NA;NA;NA;24;NA;NA;70;0,023;NA;NA;NA;NA;NA;NA;NA;24;NA;NA;70;0,0027;NA;NA;NA;NA;NA;NA;NA;24;NA;NA;NA;18,83516592;NA;NA;70
Eucalanus;subcrassus;21;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,0983;NA;NA;70;41,60020346;NA;NA;0,040893;70;9,619532045;NA;NA;0,00946;70;0,790437436;NA;NA;0,00078;70;26,89544402;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,634;NA;NA;NA;24;NA;NA;70;0,014;NA;NA;NA;NA;NA;NA;NA;24;NA;NA;70;0,0042;NA;NA;NA;NA;NA;NA;NA;24;NA;NA;NA;7,370282317;NA;NA;70
Eucalanus;subcrassus;22;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,1064;NA;NA;70;41,59962406;NA;NA;0,044262;70;9,620300752;NA;NA;0,01024;70;0,790413534;NA;NA;0,00084;70;26,89840666;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;0,678;NA;NA;NA;24;NA;NA;70;0,022;NA;NA;NA;NA;NA;NA;NA;24;NA;NA;70;0,0043;NA;NA;NA;NA;NA;NA;NA;24;NA;NA;NA;11,31252635;NA;NA;70
