resolved.taxa.name,tax.uid,form,variety,species,genus,family,order,class,phylum,kingdom,rank,source,check
Placoneis explanata,tax-2224,NA,NA,Placoneis explanata,Placoneis,Gomphonemataceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Placoneis symmetrica,tax-2226,NA,NA,Placoneis symmetrica,Placoneis,Gomphonemataceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cavinula jaernefeltii,tax-2227,NA,NA,Cavinula jaernefeltii,Cavinula,Cavinulaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cavinula scutiformis,tax-2228,NA,NA,Cavinula scutiformis,Cavinula,Cavinulaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cavinula lapidosa,tax-2229,NA,NA,Cavinula lapidosa,Cavinula,Cavinulaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cavinula variostriata,tax-2230,NA,NA,Cavinula variostriata,Cavinula,Cavinulaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Humidophila laevissima,tax-2231,NA,NA,Humidophila laevissima,Humidophila,Diadesmidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cosmioneis pusilla,tax-2232,NA,NA,Cosmioneis pusilla,Cosmioneis,Cosmioneidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Kobayasiella subtilissima,tax-2233,NA,NA,Kobayasiella subtilissima,Kobayasiella,,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Kobayasiella venezuelensis,tax-2234,NA,NA,Kobayasiella venezuelensis,Kobayasiella,,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Kobayasiella pseudosubtilissima,tax-2235,NA,NA,Kobayasiella pseudosubtilissima,Kobayasiella,,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Encyonopsis subminuta,tax-2237,NA,NA,Encyonopsis subminuta,Encyonopsis,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Encyonopsis delicatissima,tax-2238,NA,NA,Encyonopsis delicatissima,Encyonopsis,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Encyonopsis krammeri,tax-2239,NA,NA,Encyonopsis krammeri,Encyonopsis,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Encyonopsis minuta,tax-2240,NA,NA,Encyonopsis minuta,Encyonopsis,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Encyonopsis evergladianum,tax-2241,NA,NA,NA,Encyonopsis,Cymbellaceae,Cymbellales,Bacillariophyceae,Ochrophyta,Chromista,genus,gbif,check
Encyonopsis vandamii,tax-2242,NA,NA,Encyonopsis vandamii,Encyonopsis,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Encyonopsis descripta,tax-2243,NA,NA,Encyonopsis descripta,Encyonopsis,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Adlafia bryophila,tax-2244,NA,NA,Adlafia bryophila,Adlafia,Anomoeoneidaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Adlafia suchlandtii,tax-2245,NA,NA,Adlafia suchlandtii,Adlafia,Anomoeoneidaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Adlafia multnomahii,tax-2247,NA,NA,Adlafia multnomahii,Adlafia,Anomoeoneidaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Gomphosphenia tackei,tax-2248,NA,NA,Gomphosphenia tackei,Gomphosphenia,Rhoicospheniaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Geissleria dolomitica,tax-2250,NA,NA,Geissleria dolomitica,Geissleria,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Navigeia paludosa,tax-2251,NA,NA,Navigeia paludosa,Navigeia,,,,Bacillariophyta,NA,species,AlgaeBase,check
Mayamaea muraliformis,tax-2252,NA,NA,Mayamaea muraliformis,Mayamaea,,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Mayamaea permitis,tax-2253,NA,NA,Mayamaea permitis,Mayamaea,,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Chamaepinnularia begeri,tax-2254,NA,NA,Chamaepinnularia begeri,Chamaepinnularia,,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Chamaepinnularia krookii,tax-2255,NA,NA,Chamaepinnularia krookii,Chamaepinnularia,,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Chamaepinnularia soehrensis,tax-2256,NA,NA,Chamaepinnularia soehrensis,Chamaepinnularia,,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Navicula gandrupii,tax-2257,NA,NA,Navicula gandrupii,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Hippodonta hungarica,tax-2258,NA,NA,Hippodonta hungarica,Hippodonta,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Hippodonta coxiae,tax-2260,NA,NA,Hippodonta coxiae,Hippodonta,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Microcostatus maceria,tax-2263,NA,NA,Microcostatus maceria,Microcostatus,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Fistulifera pelliculosa,tax-2264,NA,NA,Fistulifera pelliculosa,Fistulifera,Stauroneidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Decussiphycus placenta,tax-2265,NA,NA,Decussiphycus placenta,Decussiphycus,Mastogloiaceae,Mastogloiales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Haslea spicula,tax-2266,NA,NA,Haslea spicula,Haslea,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Hygropetra balfouriana,tax-2267,NA,NA,Hygropetra balfouriana,Hygropetra,Pinnulariaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Delphineis surirella,tax-2268,NA,NA,Delphineis surirella,Delphineis,Rhaphoneidaceae,Rhaphoneidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Delphineis minutissima,tax-2269,NA,NA,Delphineis minutissima,Delphineis,Rhaphoneidaceae,Rhaphoneidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Berkeleya rutilans,tax-2270,NA,NA,Berkeleya rutilans,Berkeleya,Berkeleyaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Ulnaria contracta,tax-2272,NA,NA,Ulnaria contracta,Ulnaria,Ulnariaceae,Licmophorales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Navicula trophicatrix,tax-2273,NA,NA,Navicula trophicatrix,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Actinotaenium curtum,tax-2274,NA,NA,Actinotaenium curtum,Actinotaenium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Ankistrodesmus spiralis,tax-2275,NA,NA,Ankistrodesmus spiralis,Ankistrodesmus,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Ankistrodesmus fasciculatus,tax-2276,NA,NA,Ankistrodesmus fasciculatus,Ankistrodesmus,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Aphanochaete repens,tax-2277,NA,NA,Aphanochaete repens,Aphanochaete,Aphanochaetaceae,Chaetophorales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Bambusina borreri,tax-2278,NA,NA,Bambusina borreri,Bambusina,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Botryococcus protuberans,tax-2280,NA,NA,Botryococcus protuberans,Botryococcus,Botryococcaceae,Trebouxiales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Chaetophora lobata,tax-2283,NA,NA,Chaetophora lobata,Chaetophora,Chaetophoraceae,Chaetophorales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Chaetosphaeridium globosum,tax-2284,NA,NA,Chaetosphaeridium globosum,Chaetosphaeridium,Chaetosphaeridiaceae,Chaetosphaeridiales,Coleochaetophyceae,Charophyta,NA,species,AlgaeBase,check
Characium pringsheimii,tax-2286,NA,NA,Characium pringsheimii,Characium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Characium rostratum,tax-2287,NA,NA,Characium rostratum,Characium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Characiopsis subulata ensiformis,tax-2288,NA,Characiopsis subulata ensiformis,NA,Characiopsis,Characiopsidaceae,Mischococcales,Xanthophyceae,Ochrophyta,NA,variety,AlgaeBase,check
Cladophora glomerata,tax-2289,NA,NA,Cladophora glomerata,Cladophora,Cladophoraceae,Cladophorales,Ulvophyceae,Chlorophyta,NA,species,AlgaeBase,check
Cladophora fracta,tax-2290,NA,NA,Cladophora fracta,Cladophora,Cladophoraceae,Cladophorales,Ulvophyceae,Chlorophyta,NA,species,AlgaeBase,check
Closterium venus,tax-2291,NA,NA,Closterium venus,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Closterium kuetzingii,tax-2292,NA,NA,Closterium kuetzingii,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Closterium tumidum,tax-2293,NA,NA,Closterium tumidum,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Closterium lunula,tax-2294,NA,NA,Closterium lunula,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Closterium intermedium,tax-2295,NA,NA,Closterium intermedium,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Closterium ralfsii,tax-2296,NA,NA,Closterium ralfsii,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Closterium littorale,tax-2297,NA,NA,Closterium littorale,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Closterium didymotocum,tax-2298,NA,NA,Closterium didymotocum,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Closterium baillyanum,tax-2299,NA,NA,Closterium baillyanum,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Closterium toxon,tax-2300,NA,NA,Closterium toxon,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Closterium minutum,tax-2301,NA,NA,Closterium minutum,Closterium,Closteriaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium galeritum,tax-2302,NA,NA,Cosmarium galeritum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium trilobulatum,tax-2303,NA,NA,Cosmarium trilobulatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium angulosum,tax-2304,NA,NA,Cosmarium angulosum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium regnesi,tax-2305,NA,NA,Cosmarium regnesi,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium formosulum,tax-2306,NA,NA,Cosmarium formosulum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium garrolense,tax-2307,NA,NA,Cosmarium garrolense,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium hammeri,tax-2308,NA,NA,Cosmarium hammeri,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium amoenum,tax-2309,NA,NA,Cosmarium amoenum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium quadrum,tax-2310,NA,NA,Cosmarium quadrum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium transitorium,tax-2311,NA,NA,Cosmarium transitorium,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium zygomorphicum,tax-2312,NA,NA,Cosmarium zygomorphicum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium margaritatum,tax-2313,NA,NA,Cosmarium margaritatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium angulare,tax-2314,NA,NA,Cosmarium angulare,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium polygonum,tax-2315,NA,NA,Cosmarium polygonum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium gayanum,tax-2316,NA,NA,Cosmarium gayanum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium pseudotaxichondrum,tax-2317,NA,NA,Cosmarium pseudotaxichondrum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium holmiense,tax-2318,NA,NA,Cosmarium holmiense,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Willea truncata,tax-2319,NA,NA,Willea truncata,Willea,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Cylindrocapsa geminella,tax-2320,NA,NA,Cylindrocapsa geminella,Cylindrocapsa,Cylindrocapsaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Cylindrocapsa conferta,tax-2321,NA,NA,Cylindrocapsa conferta,Cylindrocapsa,Cylindrocapsaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Cylindrocystis brebissonii,tax-2323,NA,NA,Cylindrocystis brebissonii,Cylindrocystis,Mesotaeniaceae,Zygnematales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Desmidium baileyi,tax-2324,NA,NA,Desmidium baileyi,Desmidium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Desmidium,tax-2325,NA,NA,NA,Desmidium,NA,Desmidiales,Conjugatophyceae,Charophyta,Plantae,genus,gbif,check
Desmidium aptogonum,tax-2326,NA,NA,Desmidium aptogonum,Desmidium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Desmidium coarctatum,tax-2327,NA,NA,Desmidium coarctatum,Desmidium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Draparnaldia platyzonata,tax-2328,NA,NA,Draparnaldia platyzonata,Draparnaldia,Chaetophoraceae,Chaetophorales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Euastropsis richteri,tax-2330,NA,NA,Euastropsis richteri,Euastropsis,Hydrodictyaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Euastrum pulchellum,tax-2331,NA,NA,Euastrum pulchellum,Euastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Euastrum insulare,tax-2332,NA,NA,Euastrum insulare,Euastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Euastrum amoenum,tax-2333,NA,NA,Euastrum amoenum,Euastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Euastrum binale,tax-2334,NA,NA,Euastrum binale,Euastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Euastrum bidentatum,tax-2335,NA,NA,Euastrum bidentatum,Euastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Euastrum oblongum,tax-2336,NA,NA,Euastrum oblongum,Euastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Euastrum crassum,tax-2337,NA,NA,Euastrum crassum,Euastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Euastrum ciastonii,tax-2338,NA,NA,Euastrum ciastonii,Euastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Sphaerellocystis ampla,tax-2340,NA,NA,Sphaerellocystis ampla,Sphaerellocystis,Palmellopsidaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Geminella,tax-2341,NA,NA,NA,Geminella,NA,NA,NA,Ascomycota,Fungi,genus,gbif,check
Geminella mutabilis,tax-2342,NA,NA,Geminella mutabilis,Geminella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Golenkinia paucispina,tax-2343,NA,NA,Golenkinia paucispina,Golenkinia,Neochloridaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Gonatozygon aculeatum,tax-2344,NA,NA,Gonatozygon aculeatum,Gonatozygon,Gonatozygaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Tetrabaena socialis,tax-2346,NA,NA,Tetrabaena socialis,Tetrabaena,Tetrabaenaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Hyalotheca,tax-2347,NA,NA,NA,Hyalotheca,NA,Desmidiales,Conjugatophyceae,Charophyta,Plantae,genus,gbif,check
Hydrodictyon reticulatum,tax-2348,NA,NA,Hydrodictyon reticulatum,Hydrodictyon,Hydrodictyaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Lagerheimia wratislawiensis,tax-2349,NA,NA,Lagerheimia wratislawiensis,Lagerheimia,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Lobomonas rostrata,tax-2350,NA,NA,Lobomonas rostrata,Lobomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Micrasterias,tax-2352,NA,NA,NA,Micrasterias,NA,Desmidiales,Conjugatophyceae,Charophyta,Plantae,genus,gbif,check
Micrasterias truncata,tax-2353,NA,NA,Micrasterias truncata,Micrasterias,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Micrasterias novae-terrae speciosa,tax-2354,NA,Micrasterias novae-terrae speciosa,NA,Micrasterias,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,variety,AlgaeBase,check
Micrasterias arcuata,tax-2355,NA,NA,Micrasterias arcuata,Micrasterias,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Microspora pachyderma,tax-2356,NA,NA,Microspora pachyderma,Microspora,Microsporaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Microspora amoena,tax-2357,NA,NA,Microspora amoena,Microspora,Microsporaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Microthamnion kuetzingianum,tax-2358,NA,NA,Microthamnion kuetzingianum,Microthamnion,Microthamniaceae,Microthamniales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Oonephris obesa,tax-2359,NA,NA,Oonephris obesa,Oonephris,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Netrium digitus,tax-2360,NA,NA,Netrium digitus,Netrium,Mesotaeniaceae,Zygnematales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Octacanthium,tax-2361,NA,NA,NA,Octacanthium,NA,Desmidiales,Conjugatophyceae,Charophyta,Plantae,genus,gbif,check
Staurodesmus octocornis,tax-2362,NA,NA,Staurodesmus octocornis,Staurodesmus,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Oocystis elliptica,tax-2363,NA,NA,Oocystis elliptica,Oocystis,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Onychonema filiforme,tax-2364,NA,NA,Onychonema filiforme,Onychonema,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Pseudopediastrum integrum,tax-2365,NA,NA,Pseudopediastrum integrum,Pseudopediastrum,Hydrodictyaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Pediastrum braunii,tax-2366,NA,NA,Pediastrum braunii,Pediastrum,Hydrodictyaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Penium spirostriolatum,tax-2367,NA,NA,Penium spirostriolatum,Penium,Peniaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Pleurotaenium,tax-2368,NA,NA,NA,Pleurotaenium,NA,Desmidiales,Conjugatophyceae,Charophyta,Plantae,genus,gbif,check
Quadrigula chodatii,tax-2371,NA,NA,Quadrigula chodatii,Quadrigula,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Rhizoclonium hieroglyphicum,tax-2372,NA,NA,Rhizoclonium hieroglyphicum,Rhizoclonium,Cladophoraceae,Cladophorales,Ulvophyceae,Chlorophyta,NA,species,AlgaeBase,check
Scenedesmus circumfusus,tax-2373,NA,NA,Scenedesmus circumfusus,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Scenedesmus brevispina,tax-2374,NA,NA,Scenedesmus brevispina,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Desmodesmus perforatus,tax-2375,NA,NA,Desmodesmus perforatus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Scenedesmus balatonicus,tax-2377,NA,NA,Scenedesmus balatonicus,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Desmodesmus microspina,tax-2378,NA,NA,Desmodesmus microspina,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Scenedesmus producto-capitatus,tax-2379,NA,NA,Scenedesmus producto-capitatus,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Schizomeris leibleinii,tax-2380,NA,NA,Schizomeris leibleinii,Schizomeris,Schizomeridaceae,Chaetophorales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Sorastrum americanum,tax-2382,NA,NA,Sorastrum americanum,Sorastrum,Hydrodictyaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
