resolved.taxa.name,tax.uid,form,variety,species,genus,family,order,class,phylum,kingdom,rank,source,check
Rhopalodia gibberula,tax-2042,NA,NA,Rhopalodia gibberula,Rhopalodia,Rhopalodiaceae,Rhopalodiales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Rhopalodia musculus,tax-2043,NA,NA,Rhopalodia musculus,Rhopalodia,Rhopalodiaceae,Rhopalodiales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Rhopalodia brebissonii,tax-2044,NA,NA,Rhopalodia brebissonii,Rhopalodia,Rhopalodiaceae,Rhopalodiales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Rhopalodia acuminata,tax-2045,NA,NA,Rhopalodia acuminata,Rhopalodia,Rhopalodiaceae,Rhopalodiales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Rhopalodia constricta,tax-2046,NA,NA,Rhopalodia constricta,Rhopalodia,Rhopalodiaceae,Rhopalodiales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Simonsenia delognei,tax-2047,NA,NA,Simonsenia delognei,Simonsenia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Stauroneis smithii,tax-2048,NA,NA,Stauroneis smithii,Stauroneis,Stauroneidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Stauroneis kriegeri,tax-2049,NA,NA,Stauroneis kriegeri,Stauroneis,Stauroneidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Stauroneis livingstonii,tax-2050,NA,NA,Stauroneis livingstonii,Stauroneis,Stauroneidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Stauroneis phoenicenteron,tax-2051,NA,NA,Stauroneis phoenicenteron,Stauroneis,Stauroneidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Stauroneis producta,tax-2052,NA,NA,Stauroneis producta,Stauroneis,Stauroneidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Stauroneis agrestis,tax-2053,NA,NA,Stauroneis agrestis,Stauroneis,Stauroneidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Stauroneis thermicola,tax-2054,NA,NA,Stauroneis thermicola,Stauroneis,Stauroneidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Stauroneis legumen,tax-2055,NA,NA,Stauroneis legumen,Stauroneis,Stauroneidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Stauroneis ignorata,tax-2056,NA,NA,Stauroneis ignorata,Stauroneis,Stauroneidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Prestauroneis crucicula,tax-2057,NA,NA,Prestauroneis crucicula,Prestauroneis,Stauroneidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Stauroneis alpina,tax-2058,NA,NA,Stauroneis alpina,Stauroneis,Stauroneidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Stauroneis pseudosubobtusoides,tax-2059,NA,NA,Stauroneis pseudosubobtusoides,Stauroneis,Stauroneidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Nupela gracillima,tax-2060,NA,NA,Nupela gracillima,Nupela,Brachysiraceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Stauroneis prominula,tax-2061,NA,NA,Stauroneis prominula,Stauroneis,Stauroneidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Staurophora wislouchii,tax-2062,NA,NA,Staurophora wislouchii,Staurophora,Anomoeoneidaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Iconella curvula,tax-2064,NA,NA,Iconella curvula,Iconella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Stephanodiscus astraea,tax-2065,NA,NA,Stephanodiscus astraea,Stephanodiscus,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Spicaticribra minuta,tax-2066,NA,NA,Spicaticribra minuta,Spicaticribra,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Stephanodiscus agassizensis,tax-2067,NA,NA,Stephanodiscus agassizensis,Stephanodiscus,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Stephanodiscus rotula,tax-2068,NA,NA,Stephanodiscus rotula,Stephanodiscus,Stephanodiscaceae,Stephanodiscales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Stephanodiscus oregonica,tax-2069,NA,NA,Discoplea oregonica,Discoplea,NA,NA,Bacillariophyceae,Ochrophyta,Chromista,species,gbif,check
Surirella angusta,tax-2070,NA,NA,Surirella angusta,Surirella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Iconella biseriata,tax-2071,NA,NA,Iconella biseriata,Iconella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Iconella delicatissima,tax-2072,NA,NA,Iconella delicatissima,Iconella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Surirella robusta,tax-2073,NA,NA,Surirella robusta,Surirella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Iconella tenera,tax-2074,NA,NA,Iconella tenera,Iconella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Surirella ovalis,tax-2075,NA,NA,Surirella ovalis,Surirella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Surirella stalagma,tax-2076,NA,NA,Surirella stalagma,Surirella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Surirella brightwellii,tax-2077,NA,NA,Surirella brightwellii,Surirella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Surirella suecica,tax-2078,NA,NA,Surirella suecica,Surirella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Iconella turgida,tax-2079,NA,NA,Iconella turgida,Iconella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Surirella peisonis,tax-2080,NA,NA,Surirella peisonis,Surirella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Iconella bifrons,tax-2081,NA,NA,Iconella bifrons,Iconella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Surirella bohemica,tax-2082,NA,NA,Surirella bohemica,Surirella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Iconella splendida,tax-2083,NA,NA,Iconella splendida,Iconella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Surirella subsalsa,tax-2084,NA,NA,Surirella subsalsa,Surirella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Surirella roba,tax-2085,NA,NA,Surirella roba,Surirella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Fragilaria socia,tax-2087,NA,NA,Fragilaria socia,Fragilaria,Fragilariaceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Ctenophora pulchella,tax-2088,NA,NA,Ctenophora pulchella,Ctenophora,Ulnariaceae,Licmophorales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Fragilaria mazamaensis,tax-2089,NA,NA,Fragilaria mazamaensis,Fragilaria,Fragilariaceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Ulnaria biceps,tax-2091,NA,NA,Ulnaria biceps,Ulnaria,Ulnariaceae,Licmophorales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Tabellaria quadriseptata,tax-2092,NA,NA,Tabellaria quadriseptata,Tabellaria,Tabellariaceae,Rhabdonematales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Tabellaria ventricosa,tax-2093,NA,NA,Tabellaria ventricosa,Tabellaria,Tabellariaceae,Rhabdonematales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Thalassionema nitzschioides,tax-2094,NA,NA,Thalassionema nitzschioides,Thalassionema,Thalassionemataceae,Thalassionematales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Thalassiosira baltica,tax-2095,NA,NA,Thalassiosira baltica,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Thalassiosira visurgis,tax-2096,NA,NA,Thalassiosira visurgis,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Conticribra weissflogii,tax-2097,NA,NA,Conticribra weissflogii,Conticribra,Thalassiosiraceae,Thalassiosirales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Thalassiosira bramaputrae,tax-2098,NA,NA,Thalassiosira bramaputrae,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Thalassiosira tenera,tax-2099,NA,NA,Thalassiosira tenera,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Minidiscus proschkinae,tax-2100,NA,NA,Minidiscus proschkinae,Minidiscus,Thalassiosiraceae,Thalassiosirales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Thalassiosira exigua,tax-2101,NA,NA,Thalassiosira exigua,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Thalassiosira lacustris,tax-2102,NA,NA,Thalassiosira lacustris,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Staurosira pseudoconstruens,tax-2103,NA,NA,Staurosira pseudoconstruens,Staurosira,Staurosiraceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Nanofrustulum neoellipticum,tax-2104,NA,NA,Nanofrustulum neoellipticum,Nanofrustulum,Staurosiraceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Staurosira subsalina,tax-2105,NA,NA,Staurosira subsalina,Staurosira,Staurosiraceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Nanofrustulum trainorii,tax-2106,NA,NA,Nanofrustulum trainorii,Nanofrustulum,Staurosiraceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Anorthoneis excentrica,tax-2108,NA,NA,Anorthoneis excentrica,Anorthoneis,Cocconeidaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Iconella hibernica,tax-2109,NA,NA,Iconella hibernica,Iconella,Surirellaceae,Surirellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cymatosira belgica,tax-2111,NA,NA,Cymatosira belgica,Cymatosira,Cymatosiraceae,Cymatosirales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Didymosphenia geminata,tax-2112,NA,NA,Didymosphenia geminata,Didymosphenia,Cymbellaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Eunotogramma laeve,tax-2114,NA,NA,Eunotogramma laeve,Eunotogramma,Anaulaceae,Anaulales,Mediophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Gomphonitzschia agma,tax-2115,NA,NA,Gomphonitzschia agma,Gomphonitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Rhaphoneis amphiceros,tax-2116,NA,NA,Rhaphoneis amphiceros,Rhaphoneis,Rhaphoneidaceae,Rhaphoneidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Nupela wellneri,tax-2119,NA,NA,Nupela wellneri,Nupela,Brachysiraceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Nupela silvahercynia,tax-2120,NA,NA,Nupela silvahercynia,Nupela,Brachysiraceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Nupela neglecta,tax-2121,NA,NA,Nupela neglecta,Nupela,Brachysiraceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Nupela impexiformis,tax-2122,NA,NA,Nupela impexiformis,Nupela,Brachysiraceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Nupela fennica,tax-2123,NA,NA,Nupela fennica,Nupela,Brachysiraceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Nupela frezelii,tax-2124,NA,NA,Nupela frezelii,Nupela,Brachysiraceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Haslea stundlii,tax-2125,NA,NA,Haslea stundlii,Haslea,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Navicula catalanogermanica,tax-2126,NA,NA,Navicula catalanogermanica,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Navicula stankovicii,tax-2127,NA,NA,Navicula stankovicii,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Staurophora soodensis,tax-2128,NA,NA,Staurophora soodensis,Staurophora,Anomoeoneidaceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Navicula glomus,tax-2129,NA,NA,Navicula glomus,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Navicula goersii,tax-2130,NA,NA,Navicula goersii,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Navicula pseudotenelloides,tax-2132,NA,NA,Navicula pseudotenelloides,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Navicula hintzii,tax-2133,NA,NA,Navicula hintzii,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Navicula arctotenelloides,tax-2134,NA,NA,Navicula arctotenelloides,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Navicula associata,tax-2135,NA,NA,Navicula associata,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Navicula digitoradiata,tax-2137,NA,NA,Navicula digitoradiata,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Navicula escambia,tax-2138,NA,NA,Navicula escambia,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Navicula vaneei,tax-2139,NA,NA,Navicula vaneei,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Navicula flagellifera,tax-2140,NA,NA,Navicula flagellifera,Navicula,Naviculaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Psammothidium semiapertum,tax-2141,NA,NA,Psammothidium semiapertum,Psammothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Karayevia ploenensis,tax-2142,NA,NA,Karayevia ploenensis,Karayevia,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Psammothidium rechtense,tax-2143,NA,NA,Psammothidium rechtense,Psammothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Psammothidium reversum,tax-2144,NA,NA,Psammothidium reversum,Psammothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Achnanthes minuscula,tax-2146,NA,NA,Achnanthes minuscula,Achnanthes,Achnanthaceae,Mastogloiales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Nupela subrostrata,tax-2147,NA,NA,Nupela subrostrata,Nupela,Brachysiraceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Psammodictyon constrictum,tax-2149,NA,NA,Psammodictyon constrictum,Psammodictyon,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Encyonema tumida,tax-2151,NA,NA,Encyonema tumida,Encyonema,Gomphonemataceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Encyonema auerswaldii,tax-2154,NA,NA,Encyonema auerswaldii,Encyonema,Gomphonemataceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Encyonema evergladianum,tax-2155,NA,NA,Encyonema evergladianum,Encyonema,Gomphonemataceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Encyonema sinicum,tax-2156,NA,NA,Encyonema sinicum,Encyonema,Gomphonemataceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Encyonema lacustre,tax-2159,NA,NA,Encyonema lacustre,Encyonema,Gomphonemataceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Fallacia auriculata,tax-2160,NA,NA,Fallacia auriculata,Fallacia,Sellaphoraceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Fallacia cryptolyra,tax-2161,NA,NA,Fallacia cryptolyra,Fallacia,Sellaphoraceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Fallacia insociabilis,tax-2162,NA,NA,Fallacia insociabilis,Fallacia,Sellaphoraceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Fallacia enigmatica,tax-2163,NA,NA,Fallacia enigmatica,Fallacia,Sellaphoraceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Fallacia lenzii,tax-2164,NA,NA,Fallacia lenzii,Fallacia,Sellaphoraceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Fallacia litoricola,tax-2165,NA,NA,Fallacia litoricola,Fallacia,Sellaphoraceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Karayevia carissima,tax-2166,NA,NA,Karayevia carissima,Karayevia,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Luticola ventricosa,tax-2167,NA,NA,Luticola ventricosa,Luticola,Diadesmidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Luticola muticoides,tax-2168,NA,NA,Luticola muticoides,Luticola,Diadesmidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Luticola minor,tax-2169,NA,NA,Luticola minor,Luticola,Diadesmidaceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Planothidium biporomum,tax-2171,NA,NA,Planothidium biporomum,Planothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Planothidium robustum,tax-2172,NA,NA,Planothidium robustum,Planothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Planothidium distinctum,tax-2173,NA,NA,Planothidium distinctum,Planothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Planothidium granum,tax-2174,NA,NA,Planothidium granum,Planothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Planothidium hauckianum,tax-2175,NA,NA,Planothidium hauckianum,Planothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Planothidium joursacense,tax-2176,NA,NA,Planothidium joursacense,Planothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Planothidium frequentissimum,tax-2177,NA,NA,Planothidium frequentissimum,Planothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Planothidium rostratum,tax-2178,NA,NA,Planothidium rostratum,Planothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Planothidium apiculatum,tax-2179,NA,NA,Planothidium apiculatum,Planothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Planothidium dubium,tax-2180,NA,NA,Planothidium dubium,Planothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Planothidium minutissimum,tax-2181,NA,NA,Planothidium minutissimum,Planothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Planothidium miotum,tax-2182,NA,NA,Planothidium miotum,Planothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Planothidium haynaldii,tax-2183,NA,NA,Planothidium haynaldii,Planothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Punctastriata lancettula,tax-2184,NA,NA,Punctastriata lancettula,Punctastriata,Fragilariaceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Mayamaea disjuncta,tax-2185,NA,NA,Mayamaea disjuncta,Mayamaea,,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Sellaphora mutata,tax-2186,NA,NA,Sellaphora mutata,Sellaphora,Sellaphoraceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Sellaphora rectangularis,tax-2187,NA,NA,Sellaphora rectangularis,Sellaphora,Sellaphoraceae,Naviculales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Staurosirella lapponica,tax-2189,NA,NA,Staurosirella lapponica,Staurosirella,Staurosiraceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Staurosirella subrobusta,tax-2191,NA,NA,Staurosirella subrobusta,Staurosirella,Staurosiraceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Staurosirella subcapitata,tax-2192,NA,NA,Staurosirella subcapitata,Staurosirella,Staurosiraceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Tryblionella balatonis,tax-2194,NA,NA,Tryblionella balatonis,Tryblionella,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Tryblionella victoriae,tax-2195,NA,NA,Tryblionella victoriae,Tryblionella,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Tryblionella acuminata,tax-2196,NA,NA,Tryblionella acuminata,Tryblionella,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Tryblionella coarctata,tax-2197,NA,NA,Tryblionella coarctata,Tryblionella,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Tryblionella plana,tax-2198,NA,NA,Tryblionella plana,Tryblionella,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Tryblionella scalaris,tax-2199,NA,NA,Tryblionella scalaris,Tryblionella,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Tryblionella granulata,tax-2200,NA,NA,Tryblionella granulata,Tryblionella,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Psammothidium bioretii,tax-2201,NA,NA,Psammothidium bioretii,Psammothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Psammothidium grischunum,tax-2202,NA,NA,Psammothidium grischunum,Psammothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Psammothidium lauenburgianum,tax-2203,NA,NA,Psammothidium lauenburgianum,Psammothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Psammothidium abundans,tax-2204,NA,NA,Psammothidium abundans,Psammothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Psammothidium didymum,tax-2206,NA,NA,Psammothidium didymum,Psammothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Psammothidium levanderi,tax-2207,NA,NA,Psammothidium levanderi,Psammothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Psammothidium scoticum,tax-2208,NA,NA,Psammothidium scoticum,Psammothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Psammothidium microscopicum,tax-2209,NA,NA,Psammothidium microscopicum,Psammothidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Eucocconeis alpestris,tax-2210,NA,NA,Eucocconeis alpestris,Eucocconeis,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Achnanthidium pusillum,tax-2213,NA,NA,Achnanthidium pusillum,Achnanthidium,Achnanthidiaceae,Cocconeidales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Fragilariforma constricta,tax-2216,NA,NA,Fragilariforma constricta,Fragilariforma,Fragilariaceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Fragilariforma hungarica,tax-2217,NA,NA,Fragilariforma hungarica,Fragilariforma,Fragilariaceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Fragilariforma lata,tax-2218,NA,NA,Fragilariforma lata,Fragilariforma,Fragilariaceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Stauroforma inermis,tax-2220,NA,NA,Stauroforma inermis,Stauroforma,Staurosiraceae,Fragilariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Placoneis abiskoensis,tax-2221,NA,NA,Placoneis abiskoensis,Placoneis,Gomphonemataceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Placoneis exigua,tax-2223,NA,NA,Placoneis exigua,Placoneis,Gomphonemataceae,Cymbellales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
